%TIMESTAMP_START,TIMESTAMP_END,Q,Delta_18O,Delta_18O_std,Delta_D,Delta_D_std,T,RH,P,Precipitation,Rn,U,WD
201302180000,201302182359,3313.58,-26.23,1.43,-193.25,12.35,-4.76,0.4746,100.576,-9999,-9999,-9999,-9999
201302190000,201302192359,4132.1,-25.81,0.84,-195.05,5.98,1.27,0.4769,100.146,-9999,-9999,-9999,-9999
201302200000,201302202359,3488.36,-26.59,1.1,-199.06,8.83,-1.39,0.4663,100.395,-9999,-9999,-9999,-9999
201302210000,201302212359,3913.89,-26.31,1.52,-197.79,12.85,-2.42,0.5769,100.48,-9999,-9999,-9999,-9999
201302220000,201302222359,3728.45,-26.05,1.06,-194.97,9.23,-4.98,0.6504,99.498,-9999,-9999,-9999,-9999
201302230000,201302232359,3525.54,-24.81,1.34,-181.27,12,-5.29,0.5928,99.647,-9999,-9999,-9999,-9999
201302240000,201302242359,4094.7,-25.13,1.01,-184.44,9.18,-4.94,0.7435,99.809,-9999,-9999,-9999,-9999
201302250000,201302252359,3919.31,-26.58,1.67,-198.87,14.78,-5.19,0.6916,99.171,-9999,-9999,-9999,-9999
201302260000,201302262359,3471.41,-23.97,1.19,-171.53,11.1,-4.19,0.5318,99.863,-9999,-9999,-9999,-9999
201302270000,201302272359,2202.62,-28.21,1.83,-204.78,14.3,-7.89,0.4422,101.571,-9999,-9999,-9999,-9999
201302280000,201302282359,3761.65,-23.98,2.31,-172.64,15.69,-4.67,0.6439,101.667,-9999,-9999,-9999,-9999
201303010000,201303012359,3460.4,-25.79,1.85,-189.68,14.76,-4.18,0.591,102.447,-9999,-9999,-9999,-9999
201303020000,201303022359,3494.21,-24.41,0.97,-175.69,6.76,-4.19,0.5752,102.037,-9999,-9999,-9999,-9999
201303030000,201303032359,2743.67,-24.9,0.6,-181.34,4.27,-5.34,0.4865,102.144,-9999,-9999,-9999,-9999
201303040000,201303042359,2241.51,-26.16,1.07,-190.06,8.68,-6.88,0.4209,102.53,-9999,-9999,-9999,-9999
201303050000,201303052359,2224,-27.78,1.2,-203.53,10.66,-7.33,0.433,102.46,-9999,-9999,-9999,-9999
201303060000,201303062359,2383.9,-26,0.93,-188.64,7.17,-6.52,0.4446,102.506,-9999,-9999,-9999,-9999
201303070000,201303072359,3002.33,-24.69,0.66,-177.46,5.62,-5.39,0.5361,102.06,-9999,-9999,-9999,-9999
201303080000,201303082359,2571.52,-25.8,2.31,-183.04,16.36,-4.32,0.3625,101.005,-9999,-9999,-9999,-9999
201303090000,201303092359,2970.42,-26.24,2.58,-186.2,17.93,-4.22,0.483,101.352,-9999,-9999,-9999,-9999
201303100000,201303102359,3321.7,-26.36,1.85,-189.22,12.96,-3.24,0.5226,101.378,-9999,-9999,-9999,-9999
201303110000,201303112359,4414.73,-22.6,2.55,-166.53,20.01,-2.55,0.7048,101.5,-9999,-9999,-9999,-9999
201303120000,201303122359,6241.64,-21.7,1.55,-162.81,11.32,-0.31,0.847,101.27,-9999,-9999,-9999,-9999
201303130000,201303132359,3909.54,-25.15,1.82,-179.4,11.6,-4.13,0.6908,101.86,-9999,-9999,-9999,-9999
201303140000,201303142359,3321.9,-26.78,2.62,-189.28,20.87,-5.96,0.618,101.731,-9999,-9999,-9999,-9999
201303150000,201303152359,6582.55,-20.24,1.38,-151.31,8.19,1.94,0.8126,101.337,-9999,-9999,-9999,-9999
201303160000,201303162359,7759.17,-19.53,2.21,-145.14,14.82,6.65,0.7094,101.597,-9999,-9999,-9999,-9999
201303170000,201303172359,6163.91,-19.24,0.59,-146.09,4.21,3.01,0.6735,101.4,-9999,-9999,-9999,-9999
201303180000,201303182359,4660.44,-25.72,3.56,-192.56,25.99,7.02,0.4059,101.498,-9999,-9999,-9999,-9999
201303190000,201303192359,5671.16,-20.84,1.66,-157.67,11.63,2.86,0.6277,102.818,-9999,-9999,-9999,-9999
201303200000,201303202359,5498.81,-22.14,2.36,-167.63,16.61,1.05,0.6994,102.77,-9999,-9999,-9999,-9999
201303210000,201303212359,3604.81,-26.85,3.68,-201.4,30.3,1.69,0.3949,102.614,-9999,-9999,-9999,-9999
201303220000,201303222359,4528.92,-23.34,1.75,-174.49,14.9,3.19,0.4514,102.873,-9999,-9999,-9999,-9999
201303230000,201303232359,3968.76,-22.7,0.86,-168.44,6.88,-0.51,0.5051,102.607,-9999,-9999,-9999,-9999
201303240000,201303242359,4247.43,-24.08,1.9,-181.15,16.05,5.84,0.3707,101.613,-9999,-9999,-9999,-9999
201303250000,201303252359,4812.76,-22.61,0.6,-170.08,4.73,5.63,0.4244,102.011,-9999,-9999,-9999,-9999
201303260000,201303262359,4370.52,-22.77,0.98,-171.29,7.49,3.58,0.4268,102.128,-9999,-9999,-9999,-9999
201303270000,201303272359,4058.83,-23.15,1.5,-174.02,11.37,2.47,0.4045,101.324,-9999,-9999,-9999,-9999
201303280000,201303282359,3626.91,-24.18,1.29,-184.51,9.54,1.84,0.4071,100.21,-9999,-9999,-9999,-9999
201303290000,201303292359,4613.28,-9999,-9999,-9999,-9999,3.75,0.4501,99.998,-9999,-9999,-9999,-9999
201303300000,201303302359,5226.14,-9999,-9999,-9999,-9999,3.69,0.529,100.001,-9999,-9999,-9999,-9999
201303310000,201303312359,6568.56,-9999,-9999,-9999,-9999,1.41,0.8066,100.09,-9999,-9999,-9999,-9999
201304010000,201304012359,6414.85,-9999,-9999,-9999,-9999,1.06,0.8133,100.886,-9999,-9999,-9999,-9999
201304020000,201304022359,5833.63,-9999,-9999,-9999,-9999,-1.53,0.8844,101.494,-9999,-9999,-9999,-9999
201304030000,201304032359,5090.98,-9999,-9999,-9999,-9999,5.81,0.4937,101.268,-9999,-9999,-9999,-9999
201304040000,201304042359,4908.62,-9999,-9999,-9999,-9999,10.82,0.2988,100.34,-9999,-9999,-9999,-9999
201304050000,201304052359,4929.82,-9999,-9999,-9999,-9999,9.84,0.3222,99.879,-9999,-9999,-9999,-9999
201304060000,201304062359,5840.75,-9999,-9999,-9999,-9999,4.03,0.6307,100.652,-9999,-9999,-9999,-9999
201304070000,201304072359,5103.42,-9999,-9999,-9999,-9999,4.36,0.5363,100.239,-9999,-9999,-9999,-9999
201304080000,201304082359,5000.97,-9999,-9999,-9999,-9999,8,0.3818,100.826,-9999,-9999,-9999,-9999
201304090000,201304092359,4720.89,-9999,-9999,-9999,-9999,4.13,0.4608,100.981,-9999,-9999,-9999,-9999
201304100000,201304102359,6553.42,-9999,-9999,-9999,-9999,2.31,0.761,101.382,-9999,-9999,-9999,-9999
201304110000,201304112359,6381.79,-9999,-9999,-9999,-9999,1.79,0.77,101.207,-9999,-9999,-9999,-9999
201304120000,201304122359,5389.9,-9999,-9999,-9999,-9999,0.84,0.6837,100.559,-9999,-9999,-9999,-9999
201304130000,201304132359,3537.23,-22.63,1.54,-164.84,10.95,1.97,0.3621,100.706,-9999,-9999,-9999,-9999
201304140000,201304142359,3390.53,-22.48,1.55,-160.86,9.05,1.39,0.3213,100.88,-9999,-9999,-9999,-9999
201304150000,201304152359,4035.45,-21.81,1.95,-157.55,12.89,0.66,0.4384,100.453,-9999,-9999,-9999,-9999
201304160000,201304162359,4651.7,-20.46,1.04,-149.76,6.8,0.09,0.5731,100.54,-9999,-9999,-9999,-9999
201304170000,201304172359,4775.97,-20.32,0.44,-148.21,2.87,-0.03,0.6118,100.343,-9999,-9999,-9999,-9999
201304180000,201304182359,5445.88,-21.86,1.33,-162.63,10.58,1.52,0.6255,99.652,-9999,-9999,-9999,-9999
201304190000,201304192359,3427.39,-22.39,0.7,-159.57,3.1,-4.38,0.5073,99.795,-9999,-9999,-9999,-9999
201304200000,201304202359,2736.45,-24,1.37,-169.27,8.46,-4.29,0.3896,99.819,-9999,-9999,-9999,-9999
201304210000,201304212359,4329.42,-23.47,2,-171.43,12.95,-2.79,0.6797,98.794,-9999,-9999,-9999,-9999
201304220000,201304222359,3226.28,-22.47,0.7,-160.07,4.5,-5.43,0.5565,100.83,-9999,-9999,-9999,-9999
201304230000,201304232359,2619.88,-25.77,2.4,-185.82,17.07,-4.81,0.4258,101.215,-9999,-9999,-9999,-9999
201304240000,201304242359,4121.77,-24.85,3.57,-183.3,24.76,-1.12,0.5709,101.706,-9999,-9999,-9999,-9999
201304250000,201304252359,5842.32,-22.07,2.41,-168.77,16.69,1.83,0.7472,101.646,-9999,-9999,-9999,-9999
201304260000,201304262359,7575.79,-17.41,1.34,-140.55,8.79,4.01,0.8293,101.563,-9999,-9999,-9999,-9999
201304270000,201304272359,4110.26,-21.61,1.56,-158.62,7.92,-0.31,0.5078,102.974,-9999,-9999,-9999,-9999
201304280000,201304282359,4154.73,-22.28,1.86,-162.41,11.02,1.36,0.4315,102.184,-9999,-9999,-9999,-9999
201304290000,201304292359,6104.3,-19.02,0.79,-143.71,5.44,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201304300000,201304302359,5611.05,-19.91,1.57,-149.55,8.48,3,0.6066,102.761,-9999,-9999,-9999,-9999
201305010000,201305012359,6157.98,-18.63,0.54,-142.81,3.52,4.15,0.6377,103.17,-9999,-9999,-9999,-9999
201305020000,201305022359,6202.23,-18.83,0.91,-143.45,5.98,4.62,0.6241,102.913,-9999,-9999,-9999,-9999
201305030000,201305032359,6372.06,-18.79,0.77,-144.94,5.62,1.97,0.7141,101.734,-9999,-9999,-9999,-9999
201305040000,201305042359,2778.47,-9999,-9999,-9999,-9999,-1.01,0.3584,101.649,-9999,-9999,-9999,-9999
201305050000,201305052359,3381.24,-9999,-9999,-9999,-9999,-0.51,0.4303,101.026,-9999,-9999,-9999,-9999
201305060000,201305062359,4343.4,-21.52,1.05,-154.33,7.21,0.64,0.5218,101.242,-9999,-9999,-9999,-9999
201305070000,201305072359,5972.64,-20.25,1.74,-146.12,13.54,1.45,0.7618,100.566,-9999,-9999,-9999,-9999
201305080000,201305082359,7489.8,-23.4,1.76,-176.3,10.74,2.6,0.8976,99.944,-9999,-9999,-9999,-9999
201305090000,201305092359,6168.93,-20.92,0.99,-155.19,5.67,0.3,0.8028,100.111,-9999,-9999,-9999,-9999
201305100000,201305102359,5506.62,-20.18,0.56,-148.86,2.97,-0.22,0.7052,101.064,-9999,-9999,-9999,-9999
201305110000,201305112359,3828.48,-22.21,0.79,-157.28,4.35,-2.44,0.5353,101.173,-9999,-9999,-9999,-9999
201305120000,201305122359,3309.87,-24.05,0.88,-168.37,5.79,-1.68,0.4261,101.811,-9999,-9999,-9999,-9999
201305130000,201305132359,3591.66,-23.46,2.12,-165.95,12.79,2.58,0.3559,101.477,-9999,-9999,-9999,-9999
201305140000,201305142359,6636.46,-25.32,2.02,-186.99,15.34,4.7,0.7278,101.12,-9999,-9999,-9999,-9999
201305150000,201305152359,7438.33,-17.47,0.55,-138.13,4.27,3.21,0.8296,101.702,-9999,-9999,-9999,-9999
201305160000,201305162359,7537.56,-20.05,2.58,-156.51,17.43,2.63,0.8946,100.613,-9999,-9999,-9999,-9999
201305170000,201305172359,7025.43,-18.27,1.18,-143.81,4.93,2,0.8158,100.537,-9999,-9999,-9999,-9999
201305180000,201305182359,3510.77,-22.83,0.75,-162.76,4.9,-1.76,0.4451,100.649,-9999,-9999,-9999,-9999
201305190000,201305192359,3949.76,-23.27,1.19,-165.96,7.67,0.56,0.4467,101.149,-9999,-9999,-9999,-9999
201305200000,201305202359,4765.57,-21.46,2.13,-157.03,13.79,3.73,0.4597,101.64,-9999,-9999,-9999,-9999
201305210000,201305212359,6141.98,-18.71,0.63,-140.96,3.66,6.01,0.5591,101.733,-9999,-9999,-9999,-9999
201305220000,201305222359,7679.3,-20.42,2.71,-157.04,20.48,4.21,0.8129,100.925,-9999,-9999,-9999,-9999
201305230000,201305232359,8064.58,-21.32,1.12,-165.4,7.39,4.01,0.8672,101.186,-9999,-9999,-9999,-9999
201305240000,201305242359,7153.2,-18.61,0.38,-142.91,2.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201305250000,201305252359,7576.56,-21.09,2.38,-161.03,17.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201305260000,201305262359,7067.39,-19.63,0.62,-150.52,5.15,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201305270000,201305272359,6623.26,-20.39,0.95,-153.13,5.29,5.16,0.6136,101.371,-9999,-9999,-9999,-9999
201305280000,201305282359,7979.88,-22.26,2.2,-170.12,15.58,3.79,0.8634,100.89,-9999,-9999,-9999,-9999
201305290000,201305292359,7454.83,-22.49,2.14,-171.02,15,5.35,0.7065,100.932,-9999,-9999,-9999,-9999
201305300000,201305302359,6985.92,-19.82,0.36,-151.14,1.85,4.48,0.6719,101.012,-9999,-9999,-9999,-9999
201305310000,201305312359,7070.27,-19.82,0.66,-150.43,4.27,5.79,0.6407,100.883,-9999,-9999,-9999,-9999
