%Latitude	Longitude	Elevation (m)	WMO Station #	Weighted Annual d2H (‰)	Weighted Annual d18O (‰)	Weighted Annual d-excess (‰)	Weighted Monthly d2H (‰)	Weighted Monthly d18O (‰)	Weighted Monthly d-excess (‰)
37.90	23.73	27.00	1671600	-34.21	-6.30	14.35	-31.69	-5.39	11.82
37.90	23.73	27.00	1671600	-34.21	-6.30	14.35	-999.99	-3.15	-999.99
37.90	23.73	27.00	1671600	-34.21	-6.30	14.35	-30.50	-4.86	8.38
37.90	23.73	27.00	1671600	-34.21	-6.30	14.35	-46.20	-7.81	16.28
37.90	23.73	27.00	1671600	-34.21	-6.30	14.35	-33.45	-6.30	19.00
37.90	23.73	27.00	1671600	-34.21	-6.30	14.35	-29.54	-5.73	15.54
37.90	23.73	27.00	1671600	-34.21	-6.30	14.35	-32.81	-5.83	11.97
37.90	23.73	27.00	1671600	-34.21	-6.30	14.35	-38.00	-6.92	15.03
48.75	-91.62	393.00	7174800	-91.49	-12.61	9.40	-194.90	-26.09	13.83
48.75	-91.62	393.00	7174800	-91.49	-12.61	9.40	-173.64	-23.24	12.29
48.75	-91.62	393.00	7174800	-91.49	-12.61	9.40	-130.89	-17.49	9.00
48.75	-91.62	393.00	7174800	-91.49	-12.61	9.40	-70.18	-10.16	11.14
48.75	-91.62	393.00	7174800	-91.49	-12.61	9.40	-64.30	-8.69	5.22
48.75	-91.62	393.00	7174800	-91.49	-12.61	9.40	-69.44	-9.68	8.01
48.75	-91.62	393.00	7174800	-91.49	-12.61	9.40	-60.01	-8.63	9.06
48.75	-91.62	393.00	7174800	-91.49	-12.61	9.40	-64.19	-9.30	10.19
48.75	-91.62	393.00	7174800	-91.49	-12.61	9.40	-78.48	-10.78	7.79
48.75	-91.62	393.00	7174800	-91.49	-12.61	9.40	-103.23	-14.32	11.35
48.75	-91.62	393.00	7174800	-91.49	-12.61	9.40	-120.36	-16.54	11.99
48.75	-91.62	393.00	7174800	-91.49	-12.61	9.40	-168.56	-22.52	11.60
43.95	4.82	30.00	764501	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
43.95	4.82	30.00	764501	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
43.95	4.82	30.00	764501	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
43.95	4.82	30.00	764501	-999.99	-999.99	-999.99	-48.40	-5.57	-3.84
43.95	4.82	30.00	764501	-999.99	-999.99	-999.99	-27.30	-4.24	6.62
43.95	4.82	30.00	764501	-999.99	-999.99	-999.99	-32.90	-4.78	5.34
43.95	4.82	30.00	764501	-999.99	-999.99	-999.99	-20.20	-2.86	2.68
43.95	4.82	30.00	764501	-999.99	-999.99	-999.99	-30.20	-4.92	9.16
43.95	4.82	30.00	764501	-999.99	-999.99	-999.99	-17.30	-3.17	8.06
43.95	4.82	30.00	764501	-999.99	-999.99	-999.99	-22.50	-4.14	10.62
43.95	4.82	30.00	764501	-999.99	-999.99	-999.99	-28.50	-4.75	9.50
43.95	4.82	30.00	764501	-999.99	-999.99	-999.99	-48.90	-7.11	7.98
52.10	8.73	100.00	1032500	-57.15	-8.12	7.82	-64.57	-9.01	7.49
52.10	8.73	100.00	1032500	-57.15	-8.12	7.82	-72.58	-10.10	8.19
52.10	8.73	100.00	1032500	-57.15	-8.12	7.82	-58.57	-8.14	6.54
52.10	8.73	100.00	1032500	-57.15	-8.12	7.82	-60.78	-8.44	6.76
52.10	8.73	100.00	1032500	-57.15	-8.12	7.82	-59.16	-8.19	6.37
52.10	8.73	100.00	1032500	-57.15	-8.12	7.82	-50.19	-7.09	6.52
52.10	8.73	100.00	1032500	-57.15	-8.12	7.82	-41.57	-5.98	6.24
52.10	8.73	100.00	1032500	-57.15	-8.12	7.82	-46.83	-6.91	8.48
52.10	8.73	100.00	1032500	-57.15	-8.12	7.82	-47.08	-6.92	8.32
52.10	8.73	100.00	1032500	-57.15	-8.12	7.82	-59.29	-8.63	9.73
52.10	8.73	100.00	1032500	-57.15	-8.12	7.82	-64.75	-9.31	9.70
52.10	8.73	100.00	1032500	-57.15	-8.12	7.82	-67.11	-9.57	9.48
-38.47	-62.16	5.00	8755000	-39.14	-6.00	7.40	-20.13	-3.43	9.02
-38.47	-62.16	5.00	8755000	-39.14	-6.00	7.40	-27.77	-3.06	-4.68
-38.47	-62.16	5.00	8755000	-39.14	-6.00	7.40	-47.40	-7.16	10.23
-38.47	-62.16	5.00	8755000	-39.14	-6.00	7.40	-54.68	-7.83	7.18
-38.47	-62.16	5.00	8755000	-39.14	-6.00	7.40	-61.87	-8.49	6.08
-38.47	-62.16	5.00	8755000	-39.14	-6.00	7.40	-58.79	-8.64	10.30
-38.47	-62.16	5.00	8755000	-39.14	-6.00	7.40	-65.18	-10.19	10.84
-38.47	-62.16	5.00	8755000	-39.14	-6.00	7.40	-55.71	-9.17	5.58
-38.47	-62.16	5.00	8755000	-39.14	-6.00	7.40	-21.89	-3.54	6.77
-38.47	-62.16	5.00	8755000	-39.14	-6.00	7.40	-30.26	-4.96	9.71
-38.47	-62.16	5.00	8755000	-39.14	-6.00	7.40	-39.59	-5.65	3.50
-38.47	-62.16	5.00	8755000	-39.14	-6.00	7.40	-24.66	-3.25	5.51
26.27	50.62	2.00	4115001	4.91	-0.92	13.00	6.30	-0.52	12.64
26.27	50.62	2.00	4115001	4.91	-0.92	13.00	5.26	-0.35	7.88
26.27	50.62	2.00	4115001	4.91	-0.92	13.00	5.93	-0.67	13.01
26.27	50.62	2.00	4115001	4.91	-0.92	13.00	3.04	-1.11	12.14
26.27	50.62	2.00	4115001	4.91	-0.92	13.00	15.38	0.82	8.32
26.27	50.62	2.00	4115001	4.91	-0.92	13.00	-999.99	-999.99	-999.99
26.27	50.62	2.00	4115001	4.91	-0.92	13.00	-999.99	-999.99	-999.99
26.27	50.62	2.00	4115001	4.91	-0.92	13.00	-999.99	-999.99	-999.99
26.27	50.62	2.00	4115001	4.91	-0.92	13.00	-999.99	-999.99	-999.99
26.27	50.62	2.00	4115001	4.91	-0.92	13.00	12.85	0.60	8.08
26.27	50.62	2.00	4115001	4.91	-0.92	13.00	8.57	-1.37	20.13
26.27	50.62	2.00	4115001	4.91	-0.92	13.00	0.98	-2.27	19.05
13.10	123.90	150.00	9844403	-18.56	-3.35	8.22	-2.00	-2.12	14.96
9.29	123.17	827.00	9864202	-39.59	-6.36	11.28	-16.20	-3.61	12.68
13.10	123.90	150.00	9844403	-18.56	-3.35	8.22	-11.10	-0.44	-7.62
9.29	123.17	827.00	9864202	-39.59	-6.36	11.28	-19.70	-3.88	11.34
13.10	123.90	150.00	9844403	-18.56	-3.35	8.22	-1.54	-1.76	12.53
9.29	123.17	827.00	9864202	-39.59	-6.36	11.28	-20.80	-3.93	10.64
13.10	123.90	150.00	9844403	-18.56	-3.35	8.22	-999.99	-999.99	-999.99
9.29	123.17	827.00	9864202	-39.59	-6.36	11.28	-999.99	-999.99	-999.99
13.10	123.90	150.00	9844403	-18.56	-3.35	8.22	-9.00	-2.50	11.00
9.29	123.17	827.00	9864202	-39.59	-6.36	11.28	-999.99	-999.99	-999.99
13.10	123.90	150.00	9844403	-18.56	-3.35	8.22	-23.77	-4.51	12.35
9.29	123.17	827.00	9864202	-39.59	-6.36	11.28	-28.20	-5.12	12.76
13.10	123.90	150.00	9844403	-18.56	-3.35	8.22	-50.20	-7.46	9.48
9.29	123.17	827.00	9864202	-39.59	-6.36	11.28	-57.96	-8.81	12.52
13.10	123.90	150.00	9844403	-18.56	-3.35	8.22	-35.55	-5.75	10.48
9.29	123.17	827.00	9864202	-39.59	-6.36	11.28	-30.38	-4.99	9.52
13.10	123.90	150.00	9844403	-18.56	-3.35	8.22	-31.50	-5.07	9.06
9.29	123.17	827.00	9864202	-39.59	-6.36	11.28	-58.00	-8.40	9.20
13.10	123.90	150.00	9844403	-18.56	-3.35	8.22	-999.99	-999.99	-999.99
9.29	123.17	827.00	9864202	-39.59	-6.36	11.28	-48.80	-7.70	12.80
13.10	123.90	150.00	9844403	-18.56	-3.35	8.22	-10.50	-3.13	14.54
9.29	123.17	827.00	9864202	-39.59	-6.36	11.28	-12.00	-3.05	12.40
13.10	123.90	150.00	9844403	-18.56	-3.35	8.22	-13.90	-3.55	14.50
9.29	123.17	827.00	9864202	-39.59	-6.36	11.28	-12.48	-3.43	14.93
12.32	-7.75	381.00	6129100	-30.24	-4.49	7.32	-999.99	-999.99	-999.99
12.32	-7.75	381.00	6129100	-30.24	-4.49	7.32	51.82	8.98	-20.01
12.32	-7.75	381.00	6129100	-30.24	-4.49	7.32	24.85	5.09	-9.32
12.32	-7.75	381.00	6129100	-30.24	-4.49	7.32	14.08	1.72	-0.17
12.32	-7.75	381.00	6129100	-30.24	-4.49	7.32	2.78	-0.14	3.93
12.32	-7.75	381.00	6129100	-30.24	-4.49	7.32	-9.85	-2.42	9.55
12.32	-7.75	381.00	6129100	-30.24	-4.49	7.32	-35.72	-5.13	8.42
12.32	-7.75	381.00	6129100	-30.24	-4.49	7.32	-47.29	-6.85	8.90
12.32	-7.75	381.00	6129100	-30.24	-4.49	7.32	-27.26	-3.62	4.27
12.32	-7.75	381.00	6129100	-30.24	-4.49	7.32	-24.15	-3.64	4.99
12.32	-7.75	381.00	6129100	-30.24	-4.49	7.32	3.48	0.82	-3.11
12.32	-7.75	381.00	6129100	-30.24	-4.49	7.32	6.80	-0.30	9.20
13.73	100.50	2.00	4845500	-43.62	-6.59	9.10	-16.56	-2.85	7.58
13.73	100.50	2.00	4845500	-43.62	-6.59	9.10	-2.97	-1.22	10.63
13.73	100.50	2.00	4845500	-43.62	-6.59	9.10	-17.06	-3.09	8.35
13.73	100.50	2.00	4845500	-43.62	-6.59	9.10	-22.82	-4.09	9.75
13.73	100.50	2.00	4845500	-43.62	-6.59	9.10	-32.27	-5.28	10.62
13.73	100.50	2.00	4845500	-43.62	-6.59	9.10	-35.72	-5.52	8.49
13.73	100.50	2.00	4845500	-43.62	-6.59	9.10	-38.61	-5.80	7.71
13.73	100.50	2.00	4845500	-43.62	-6.59	9.10	-43.07	-6.36	6.99
13.73	100.50	2.00	4845500	-43.62	-6.59	9.10	-56.60	-8.22	9.19
13.73	100.50	2.00	4845500	-43.62	-6.59	9.10	-58.76	-8.61	10.60
13.73	100.50	2.00	4845500	-43.62	-6.59	9.10	-34.20	-5.32	9.39
13.73	100.50	2.00	4845500	-43.62	-6.59	9.10	-35.32	-5.00	5.73
40.67	109.85	1067.00	5452701	-55.27	-7.78	6.97	-138.64	-19.65	18.54
40.67	109.85	1067.00	5452701	-55.27	-7.78	6.97	-71.76	-10.06	8.74
40.67	109.85	1067.00	5452701	-55.27	-7.78	6.97	-69.21	-10.99	18.67
40.67	109.85	1067.00	5452701	-55.27	-7.78	6.97	-42.86	-6.56	9.61
40.67	109.85	1067.00	5452701	-55.27	-7.78	6.97	-43.11	-5.46	0.54
40.67	109.85	1067.00	5452701	-55.27	-7.78	6.97	-43.63	-6.03	4.61
40.67	109.85	1067.00	5452701	-55.27	-7.78	6.97	-61.94	-8.13	3.08
40.67	109.85	1067.00	5452701	-55.27	-7.78	6.97	-54.77	-7.90	8.41
40.67	109.85	1067.00	5452701	-55.27	-7.78	6.97	-47.83	-7.08	8.80
40.67	109.85	1067.00	5452701	-55.27	-7.78	6.97	-68.99	-10.05	11.41
40.67	109.85	1067.00	5452701	-55.27	-7.78	6.97	-71.28	-9.92	8.06
40.67	109.85	1067.00	5452701	-55.27	-7.78	6.97	-69.60	-11.07	18.96
13.04	-59.29	50.00	7895400	-3.48	-1.33	7.24	13.48	0.92	4.28
13.04	-59.29	50.00	7895400	-3.48	-1.33	7.24	17.86	1.47	3.82
13.04	-59.29	50.00	7895400	-3.48	-1.33	7.24	18.30	2.19	0.90
13.04	-59.29	50.00	7895400	-3.48	-1.33	7.24	2.46	-0.53	10.34
13.04	-59.29	50.00	7895400	-3.48	-1.33	7.24	2.44	-1.06	9.13
13.04	-59.29	50.00	7895400	-3.48	-1.33	7.24	-10.21	-2.00	7.40
13.04	-59.29	50.00	7895400	-3.48	-1.33	7.24	-10.43	-2.35	6.88
13.04	-59.29	50.00	7895400	-3.48	-1.33	7.24	-7.79	-1.65	7.22
13.04	-59.29	50.00	7895400	-3.48	-1.33	7.24	-14.33	-2.86	8.68
13.04	-59.29	50.00	7895400	-3.48	-1.33	7.24	-11.93	-2.74	8.53
13.04	-59.29	50.00	7895400	-3.48	-1.33	7.24	-8.64	-2.17	9.23
13.04	-59.29	50.00	7895400	-3.48	-1.33	7.24	-1.10	-1.11	8.15
41.38	2.12	65.00	818001	-31.00	-5.50	11.98	-56.48	-8.21	10.20
41.38	2.12	65.00	818001	-31.00	-5.50	11.98	-56.26	-8.36	11.81
41.38	2.12	65.00	818001	-31.00	-5.50	11.98	-26.20	-5.70	13.10
41.38	2.12	65.00	818001	-31.00	-5.50	11.98	-28.03	-4.37	6.35
41.38	2.12	65.00	818001	-31.00	-5.50	11.98	-27.31	-5.26	7.56
41.38	2.12	65.00	818001	-31.00	-5.50	11.98	-9.55	-2.75	8.94
41.38	2.12	65.00	818001	-31.00	-5.50	11.98	-24.99	-4.27	9.14
41.38	2.12	65.00	818001	-31.00	-5.50	11.98	-14.48	-3.71	11.42
41.38	2.12	65.00	818001	-31.00	-5.50	11.98	-17.42	-4.32	17.00
41.38	2.12	65.00	818001	-31.00	-5.50	11.98	-35.10	-5.97	12.94
41.38	2.12	65.00	818001	-31.00	-5.50	11.98	-29.06	-5.49	14.70
41.38	2.12	65.00	818001	-31.00	-5.50	11.98	-39.85	-6.93	16.52
12.34	-0.57	280.00	6550301	-21.80	-4.68	7.80	-999.99	-999.99	-999.99
12.34	-0.57	280.00	6550301	-21.80	-4.68	7.80	-999.99	-999.99	-999.99
12.34	-0.57	280.00	6550301	-21.80	-4.68	7.80	26.30	3.16	1.02
12.34	-0.57	280.00	6550301	-21.80	-4.68	7.80	-1.20	-0.16	0.08
12.34	-0.57	280.00	6550301	-21.80	-4.68	7.80	8.52	1.16	-0.73
12.34	-0.57	280.00	6550301	-21.80	-4.68	7.80	-4.00	-3.31	2.08
12.34	-0.57	280.00	6550301	-21.80	-4.68	7.80	-26.60	-4.69	13.16
12.34	-0.57	280.00	6550301	-21.80	-4.68	7.80	-34.50	-6.71	8.46
12.34	-0.57	280.00	6550301	-21.80	-4.68	7.80	-29.80	-5.77	7.96
12.34	-0.57	280.00	6550301	-21.80	-4.68	7.80	-13.60	-2.33	8.32
12.34	-0.57	280.00	6550301	-21.80	-4.68	7.80	-999.99	-999.99	-999.99
12.34	-0.57	280.00	6550301	-21.80	-4.68	7.80	-999.99	-999.99	-999.99
10.88	-74.78	14.00	8002800	-32.82	-5.04	7.69	-999.99	-999.99	-999.99
10.88	-74.78	14.00	8002800	-32.82	-5.04	7.69	-999.99	-999.99	-999.99
10.88	-74.78	14.00	8002800	-32.82	-5.04	7.69	-999.99	-999.99	-999.99
10.88	-74.78	14.00	8002800	-32.82	-5.04	7.69	-36.37	-5.04	4.99
10.88	-74.78	14.00	8002800	-32.82	-5.04	7.69	-23.48	-3.62	3.83
10.88	-74.78	14.00	8002800	-32.82	-5.04	7.69	-31.74	-4.69	4.81
10.88	-74.78	14.00	8002800	-32.82	-5.04	7.69	-19.96	-3.58	6.86
10.88	-74.78	14.00	8002800	-32.82	-5.04	7.69	-34.09	-5.01	7.54
10.88	-74.78	14.00	8002800	-32.82	-5.04	7.69	-34.37	-5.34	8.66
10.88	-74.78	14.00	8002800	-32.82	-5.04	7.69	-38.89	-6.06	9.62
10.88	-74.78	14.00	8002800	-32.82	-5.04	7.69	-31.00	-5.09	9.33
10.88	-74.78	14.00	8002800	-32.82	-5.04	7.69	-42.77	-6.41	8.54
71.30	-156.78	7.00	7002600	-127.89	-17.39	7.10	-158.76	-21.88	15.71
71.30	-156.78	7.00	7002600	-127.89	-17.39	7.10	-123.33	-17.13	13.69
71.30	-156.78	7.00	7002600	-127.89	-17.39	7.10	-188.38	-24.73	9.44
71.30	-156.78	7.00	7002600	-127.89	-17.39	7.10	-167.12	-20.78	-0.87
71.30	-156.78	7.00	7002600	-127.89	-17.39	7.10	-145.05	-17.33	-6.41
71.30	-156.78	7.00	7002600	-127.89	-17.39	7.10	-126.69	-15.64	-8.33
71.30	-156.78	7.00	7002600	-127.89	-17.39	7.10	-115.51	-14.59	6.06
71.30	-156.78	7.00	7002600	-127.89	-17.39	7.10	-112.01	-14.52	4.13
71.30	-156.78	7.00	7002600	-127.89	-17.39	7.10	-109.72	-15.17	11.61
71.30	-156.78	7.00	7002600	-127.89	-17.39	7.10	-116.11	-18.86	10.53
71.30	-156.78	7.00	7002600	-127.89	-17.39	7.10	-141.52	-18.94	13.46
71.30	-156.78	7.00	7002600	-127.89	-17.39	7.10	-185.60	-25.07	14.97
-62.12	58.56	9.00	8905600	-77.63	-10.54	6.69	-57.00	-7.00	-1.00
-62.12	58.56	9.00	8905600	-77.63	-10.54	6.69	-84.00	-11.10	4.80
-62.12	58.56	9.00	8905600	-77.63	-10.54	6.69	-61.00	-8.70	8.60
-62.12	58.56	9.00	8905600	-77.63	-10.54	6.69	-46.00	-6.50	6.00
-62.12	58.56	9.00	8905600	-77.63	-10.54	6.69	-96.61	-15.09	24.13
-62.12	58.56	9.00	8905600	-77.63	-10.54	6.69	-120.65	-16.36	10.23
-62.12	58.56	9.00	8905600	-77.63	-10.54	6.69	-111.15	-14.44	4.36
-62.12	58.56	9.00	8905600	-77.63	-10.54	6.69	-51.00	-6.00	-3.00
-62.12	58.56	9.00	8905600	-77.63	-10.54	6.69	-121.59	-15.99	6.36
-62.12	58.56	9.00	8905600	-77.63	-10.54	6.69	-70.07	-9.94	9.41
-62.12	58.56	9.00	8905600	-77.63	-10.54	6.69	-80.50	-11.09	8.19
-62.12	58.56	9.00	8905600	-77.63	-10.54	6.69	-84.53	-11.49	7.41
7.32	80.27	139.00	4344101	-30.26	-5.45	10.76	-4.00	-2.10	12.80
7.32	80.27	139.00	4344101	-30.26	-5.45	10.76	-4.00	-1.40	7.20
7.32	80.27	139.00	4344101	-30.26	-5.45	10.76	-12.00	-3.00	12.00
7.32	80.27	139.00	4344101	-30.26	-5.45	10.76	-44.00	-7.20	13.60
7.32	80.27	139.00	4344101	-30.26	-5.45	10.76	-12.00	-3.30	14.40
7.32	80.27	139.00	4344101	-30.26	-5.45	10.76	-1.00	-1.40	10.20
7.32	80.27	139.00	4344101	-30.26	-5.45	10.76	-32.00	-4.90	7.20
7.32	80.27	139.00	4344101	-30.26	-5.45	10.76	-23.81	-4.28	10.46
7.32	80.27	139.00	4344101	-30.26	-5.45	10.76	-20.00	-2.80	2.40
7.32	80.27	139.00	4344101	-30.26	-5.45	10.76	-32.56	-5.25	9.41
7.32	80.27	139.00	4344101	-30.26	-5.45	10.76	-43.78	-7.42	11.76
7.32	80.27	139.00	4344101	-30.26	-5.45	10.76	-33.00	-4.42	10.20
7.42	81.43	5.00	4341802	-18.09	-3.89	13.00	0.80	-1.56	13.28
7.42	81.43	5.00	4341802	-18.09	-3.89	13.00	-17.86	-3.93	13.59
7.42	81.43	5.00	4341802	-18.09	-3.89	13.00	-7.34	-2.56	13.15
7.42	81.43	5.00	4341802	-18.09	-3.89	13.00	-6.11	-2.49	13.84
7.42	81.43	5.00	4341802	-18.09	-3.89	13.00	-1.85	-2.20	15.74
7.42	81.43	5.00	4341802	-18.09	-3.89	13.00	-999.99	-999.99	-999.99
7.42	81.43	5.00	4341802	-18.09	-3.89	13.00	-12.00	-2.77	10.16
7.42	81.43	5.00	4341802	-18.09	-3.89	13.00	4.94	-0.23	6.80
7.42	81.43	5.00	4341802	-18.09	-3.89	13.00	-43.00	-6.35	7.80
7.42	81.43	5.00	4341802	-18.09	-3.89	13.00	-23.60	-4.77	14.55
7.42	81.43	5.00	4341802	-18.09	-3.89	13.00	-21.66	-4.04	10.64
7.42	81.43	5.00	4341802	-18.09	-3.89	13.00	-27.03	-5.13	14.01
41.39	41.38	6.00	3748400	-57.50	-8.88	15.33	-72.49	-10.85	19.31
41.39	41.38	6.00	3748400	-57.50	-8.88	15.33	-72.62	-9.84	5.05
41.39	41.38	6.00	3748400	-57.50	-8.88	15.33	-77.09	-10.35	6.71
41.39	41.38	6.00	3748400	-57.50	-8.88	15.33	-64.42	-8.62	10.71
41.39	41.38	6.00	3748400	-57.50	-8.88	15.33	-34.96	-6.54	17.64
41.39	41.38	6.00	3748400	-57.50	-8.88	15.33	-34.14	-6.53	16.49
41.39	41.38	6.00	3748400	-57.50	-8.88	15.33	-46.51	-7.06	12.28
41.39	41.38	6.00	3748400	-57.50	-8.88	15.33	-32.83	-7.05	20.93
41.39	41.38	6.00	3748400	-57.50	-8.88	15.33	-38.69	-7.39	20.48
41.39	41.38	6.00	3748400	-57.50	-8.88	15.33	-57.79	-8.77	18.37
41.39	41.38	6.00	3748400	-57.50	-8.88	15.33	-73.45	-10.11	18.62
41.39	41.38	6.00	3748400	-57.50	-8.88	15.33	-71.19	-11.30	17.67
50.92	5.78	111.00	638000	-49.47	-7.43	9.66	-51.72	-7.91	11.59
50.92	5.78	111.00	638000	-49.47	-7.43	9.66	-60.65	-8.77	9.48
50.92	5.78	111.00	638000	-49.47	-7.43	9.66	-50.87	-7.31	7.63
50.92	5.78	111.00	638000	-49.47	-7.43	9.66	-47.22	-6.97	8.52
50.92	5.78	111.00	638000	-49.47	-7.43	9.66	-48.84	-7.58	8.71
50.92	5.78	111.00	638000	-49.47	-7.43	9.66	-47.78	-6.78	6.44
50.92	5.78	111.00	638000	-49.47	-7.43	9.66	-35.61	-5.52	8.53
50.92	5.78	111.00	638000	-49.47	-7.43	9.66	-35.47	-5.68	9.96
50.92	5.78	111.00	638000	-49.47	-7.43	9.66	-38.58	-6.20	11.06
50.92	5.78	111.00	638000	-49.47	-7.43	9.66	-63.00	-9.22	10.75
50.92	5.78	111.00	638000	-49.47	-7.43	9.66	-55.16	-8.48	12.67
50.92	5.78	111.00	638000	-49.47	-7.43	9.66	-60.01	-9.03	12.26
31.23	34.78	270.00	4019100	-22.08	-4.92	18.29	-26.84	-5.94	20.68
31.23	34.78	270.00	4019100	-22.08	-4.92	18.29	-20.50	-4.00	11.50
31.23	34.78	270.00	4019100	-22.08	-4.92	18.29	-23.90	-4.80	14.50
31.23	34.78	270.00	4019100	-22.08	-4.92	18.29	-999.99	-999.99	-999.99
31.23	34.78	270.00	4019100	-22.08	-4.92	18.29	-999.99	-999.99	-999.99
31.23	34.78	270.00	4019100	-22.08	-4.92	18.29	-999.99	-999.99	-999.99
31.23	34.78	270.00	4019100	-22.08	-4.92	18.29	-999.99	-999.99	-999.99
31.23	34.78	270.00	4019100	-22.08	-4.92	18.29	-999.99	-999.99	-999.99
31.23	34.78	270.00	4019100	-22.08	-4.92	18.29	-999.99	-999.99	-999.99
31.23	34.78	270.00	4019100	-22.08	-4.92	18.29	-999.99	-999.99	-999.99
31.23	34.78	270.00	4019100	-22.08	-4.92	18.29	26.60	-2.71	-1.40
31.23	34.78	270.00	4019100	-22.08	-4.92	18.29	-16.62	-5.00	23.41
38.01	-7.52	246.00	856200	-34.30	-5.87	10.45	-35.43	-6.09	13.28
38.01	-7.52	246.00	856200	-34.30	-5.87	10.45	-28.00	-8.30	10.16
38.01	-7.52	246.00	856200	-34.30	-5.87	10.45	-30.85	-5.12	10.10
38.01	-7.52	246.00	856200	-34.30	-5.87	10.45	-37.28	-5.95	10.32
38.01	-7.52	246.00	856200	-34.30	-5.87	10.45	-21.81	-3.82	8.77
38.01	-7.52	246.00	856200	-34.30	-5.87	10.45	-20.61	-3.63	8.44
38.01	-7.52	246.00	856200	-34.30	-5.87	10.45	-35.60	-5.76	10.48
38.01	-7.52	246.00	856200	-34.30	-5.87	10.45	-999.99	-999.99	-999.99
38.01	-7.52	246.00	856200	-34.30	-5.87	10.45	-999.99	-999.99	-999.99
38.01	-7.52	246.00	856200	-34.30	-5.87	10.45	-27.67	-4.92	11.66
38.01	-7.52	246.00	856200	-34.30	-5.87	10.45	-37.75	-5.89	9.36
38.01	-7.52	246.00	856200	-34.30	-5.87	10.45	-45.60	-7.08	11.05
-1.43	-48.48	24.00	8219100	-14.29	-2.71	8.76	-12.25	-2.33	9.20
-1.43	-48.48	24.00	8219100	-14.29	-2.71	8.76	-17.00	-3.20	8.13
-1.43	-48.48	24.00	8219100	-14.29	-2.71	8.76	-25.34	-3.76	11.78
-1.43	-48.48	24.00	8219100	-14.29	-2.71	8.76	-36.31	-5.84	8.81
-1.43	-48.48	24.00	8219100	-14.29	-2.71	8.76	-18.56	-3.10	9.07
-1.43	-48.48	24.00	8219100	-14.29	-2.71	8.76	0.35	-1.43	11.35
-1.43	-48.48	24.00	8219100	-14.29	-2.71	8.76	-1.79	-0.70	7.82
-1.43	-48.48	24.00	8219100	-14.29	-2.71	8.76	6.85	-0.34	10.50
-1.43	-48.48	24.00	8219100	-14.29	-2.71	8.76	5.53	-0.13	5.91
-1.43	-48.48	24.00	8219100	-14.29	-2.71	8.76	2.32	-0.35	7.88
-1.43	-48.48	24.00	8219100	-14.29	-2.71	8.76	-3.64	-0.96	4.66
-1.43	-48.48	24.00	8219100	-14.29	-2.71	8.76	-3.78	-1.09	5.07
-0.42	-90.22	194.00	8400101	-10.28	-2.50	9.75	-0.39	-1.30	10.03
-0.42	-90.22	194.00	8400101	-10.28	-2.50	9.75	-9.16	-2.72	12.62
-0.42	-90.22	194.00	8400101	-10.28	-2.50	9.75	-10.61	-2.33	8.02
-0.42	-90.22	194.00	8400101	-10.28	-2.50	9.75	-8.30	-2.25	9.70
-0.42	-90.22	194.00	8400101	-10.28	-2.50	9.75	-14.80	-3.11	10.08
-0.42	-90.22	194.00	8400101	-10.28	-2.50	9.75	-15.90	-3.45	11.70
-0.42	-90.22	194.00	8400101	-10.28	-2.50	9.75	-1.03	-1.46	10.64
-0.42	-90.22	194.00	8400101	-10.28	-2.50	9.75	-1.56	-1.36	9.32
-0.42	-90.22	194.00	8400101	-10.28	-2.50	9.75	-0.33	-1.27	9.85
-0.42	-90.22	194.00	8400101	-10.28	-2.50	9.75	-0.19	-1.30	10.25
-0.42	-90.22	194.00	8400101	-10.28	-2.50	9.75	-2.81	-1.73	11.02
-0.42	-90.22	194.00	8400101	-10.28	-2.50	9.75	-23.72	-4.01	8.37
52.47	13.40	50.00	1038400	-60.28	-8.47	7.51	-75.82	-10.35	7.01
52.47	13.40	50.00	1038400	-60.28	-8.47	7.51	-72.10	-9.98	7.74
52.47	13.40	50.00	1038400	-60.28	-8.47	7.51	-63.16	-8.71	6.50
52.47	13.40	50.00	1038400	-60.28	-8.47	7.51	-65.43	-9.03	6.84
52.47	13.40	50.00	1038400	-60.28	-8.47	7.51	-50.70	-7.22	7.09
52.47	13.40	50.00	1038400	-60.28	-8.47	7.51	-59.67	-8.26	6.38
52.47	13.40	50.00	1038400	-60.28	-8.47	7.51	-47.64	-6.80	6.75
52.47	13.40	50.00	1038400	-60.28	-8.47	7.51	-49.14	-7.11	7.72
52.47	13.40	50.00	1038400	-60.28	-8.47	7.51	-42.66	-6.35	8.11
52.47	13.40	50.00	1038400	-60.28	-8.47	7.51	-57.85	-8.43	9.59
52.47	13.40	50.00	1038400	-60.28	-8.47	7.51	-66.78	-9.49	9.16
52.47	13.40	50.00	1038400	-60.28	-8.47	7.51	-76.43	-10.60	8.36
32.37	-64.68	6.00	7801600	-16.65	-3.54	11.46	-13.97	-3.53	13.28
32.37	-64.68	6.00	7801600	-16.65	-3.54	11.46	-11.38	-2.53	8.86
32.37	-64.68	6.00	7801600	-16.65	-3.54	11.46	-8.73	-1.82	5.82
32.37	-64.68	6.00	7801600	-16.65	-3.54	11.46	-10.08	-3.43	9.92
