%Latitude	Longitude	Elevation (m)	WMO Station #	Weighted Annual d2H (‰)	Weighted Annual d18O (‰)	Weighted Annual d-excess (‰)	Weighted Monthly d2H (‰)	Weighted Monthly d18O (‰)	Weighted Monthly d-excess (‰)
29.42	91.08	3649.00	5559100	-112.10	-15.24	9.78	-61.20	-11.05	27.20
29.42	91.08	3649.00	5559100	-112.10	-15.24	9.78	-94.60	-14.52	21.56
50.70	5.47	190.00	647801	-47.49	-6.83	7.12	-57.42	-8.06	7.05
50.70	5.47	190.00	647801	-47.49	-6.83	7.12	-67.41	-9.39	7.71
50.70	5.47	190.00	647801	-47.49	-6.83	7.12	-50.79	-7.27	7.36
50.70	5.47	190.00	647801	-47.49	-6.83	7.12	-48.38	-6.36	2.52
50.70	5.47	190.00	647801	-47.49	-6.83	7.12	-48.84	-6.68	4.60
50.70	5.47	190.00	647801	-47.49	-6.83	7.12	-37.04	-5.26	5.00
50.70	5.47	190.00	647801	-47.49	-6.83	7.12	-40.37	-5.06	0.09
50.70	5.47	190.00	647801	-47.49	-6.83	7.12	-40.66	-6.16	8.60
50.70	5.47	190.00	647801	-47.49	-6.83	7.12	-44.22	-6.51	8.46
50.70	5.47	190.00	647801	-47.49	-6.83	7.12	-49.71	-7.59	11.00
50.70	5.47	190.00	647801	-47.49	-6.83	7.12	-62.36	-9.51	13.75
50.70	5.47	190.00	647801	-47.49	-6.83	7.12	-54.93	-7.92	7.68
49.12	19.73	570.00	1187800	-71.28	-9.97	8.47	-104.72	-14.15	8.52
49.12	19.73	570.00	1187800	-71.28	-9.97	8.47	-111.59	-15.01	8.45
49.12	19.73	570.00	1187800	-71.28	-9.97	8.47	-75.12	-10.24	6.77
49.12	19.73	570.00	1187800	-71.28	-9.97	8.47	-74.84	-10.51	9.27
49.12	19.73	570.00	1187800	-71.28	-9.97	8.47	-62.12	-8.53	6.13
49.12	19.73	570.00	1187800	-71.28	-9.97	8.47	-54.79	-7.60	5.97
49.12	19.73	570.00	1187800	-71.28	-9.97	8.47	-40.73	-5.95	6.90
49.12	19.73	570.00	1187800	-71.28	-9.97	8.47	-53.87	-7.86	8.98
49.12	19.73	570.00	1187800	-71.28	-9.97	8.47	-75.40	-10.84	11.28
49.12	19.73	570.00	1187800	-71.28	-9.97	8.47	-78.74	-11.25	11.24
49.12	19.73	570.00	1187800	-71.28	-9.97	8.47	-94.84	-13.26	11.26
49.12	19.73	570.00	1187800	-71.28	-9.97	8.47	-100.06	-13.58	8.62
58.10	6.57	13.00	142700	-48.29	-6.85	7.44	-51.05	-7.46	9.04
58.10	6.57	13.00	142700	-48.29	-6.85	7.44	-51.53	-7.80	9.19
58.10	6.57	13.00	142700	-48.29	-6.85	7.44	-47.81	-6.53	5.68
58.10	6.57	13.00	142700	-48.29	-6.85	7.44	-46.65	-6.47	4.22
58.10	6.57	13.00	142700	-48.29	-6.85	7.44	-45.09	-5.95	4.80
58.10	6.57	13.00	142700	-48.29	-6.85	7.44	-34.48	-5.20	7.42
58.10	6.57	13.00	142700	-48.29	-6.85	7.44	-41.60	-5.85	6.37
58.10	6.57	13.00	142700	-48.29	-6.85	7.44	-45.96	-6.49	6.77
58.10	6.57	13.00	142700	-48.29	-6.85	7.44	-54.53	-7.36	6.41
58.10	6.57	13.00	142700	-48.29	-6.85	7.44	-52.17	-7.13	7.72
58.10	6.57	13.00	142700	-48.29	-6.85	7.44	-49.43	-7.45	9.16
58.10	6.57	13.00	142700	-48.29	-6.85	7.44	-53.80	-8.13	10.58
24.35	109.40	97.00	5904600	-43.52	-6.43	7.94	-18.32	-3.04	6.02
24.35	109.40	97.00	5904600	-43.52	-6.43	7.94	-33.54	-6.67	19.82
24.35	109.40	97.00	5904600	-43.52	-6.43	7.94	-16.86	-3.12	8.12
24.35	109.40	97.00	5904600	-43.52	-6.43	7.94	-9.30	-2.38	9.70
24.35	109.40	97.00	5904600	-43.52	-6.43	7.94	-43.57	-6.80	10.83
24.35	109.40	97.00	5904600	-43.52	-6.43	7.94	-55.66	-7.64	5.48
24.35	109.40	97.00	5904600	-43.52	-6.43	7.94	-65.61	-9.07	6.97
24.35	109.40	97.00	5904600	-43.52	-6.43	7.94	-69.01	-9.10	3.77
24.35	109.40	97.00	5904600	-43.52	-6.43	7.94	-69.54	-10.16	11.78
24.35	109.40	97.00	5904600	-43.52	-6.43	7.94	-33.59	-4.83	5.05
24.35	109.40	97.00	5904600	-43.52	-6.43	7.94	-51.12	-6.98	4.68
24.35	109.40	97.00	5904600	-43.52	-6.43	7.94	-31.14	-4.07	1.42
46.04	14.31	299.00	1301500	-60.86	-8.79	9.47	-92.46	-12.46	7.26
46.04	14.31	299.00	1301500	-60.86	-8.79	9.47	-90.11	-12.43	9.34
46.04	14.31	299.00	1301500	-60.86	-8.79	9.47	-81.71	-11.11	7.21
46.04	14.31	299.00	1301500	-60.86	-8.79	9.47	-62.24	-9.07	10.31
46.04	14.31	299.00	1301500	-60.86	-8.79	9.47	-49.95	-7.27	8.21
46.04	14.31	299.00	1301500	-60.86	-8.79	9.47	-49.28	-7.31	9.22
46.04	14.31	299.00	1301500	-60.86	-8.79	9.47	-37.48	-5.96	10.17
46.04	14.31	299.00	1301500	-60.86	-8.79	9.47	-43.41	-6.86	11.50
46.04	14.31	299.00	1301500	-60.86	-8.79	9.47	-48.82	-7.40	10.39
46.04	14.31	299.00	1301500	-60.86	-8.79	9.47	-56.70	-8.43	10.70
46.04	14.31	299.00	1301500	-60.86	-8.79	9.47	-77.17	-10.89	10.87
46.04	14.31	299.00	1301500	-60.86	-8.79	9.47	-81.25	-10.72	4.54
46.17	8.78	379.00	676000	-58.77	-8.41	10.22	-90.87	-13.57	8.78
46.17	8.78	379.00	676000	-58.77	-8.41	10.22	-109.84	-13.14	9.10
46.17	8.78	379.00	676000	-58.77	-8.41	10.22	-57.72	-10.30	9.05
46.17	8.78	379.00	676000	-58.77	-8.41	10.22	-55.77	-8.68	10.90
46.17	8.78	379.00	676000	-58.77	-8.41	10.22	-53.06	-7.57	10.26
46.17	8.78	379.00	676000	-58.77	-8.41	10.22	-48.74	-6.76	6.20
46.17	8.78	379.00	676000	-58.77	-8.41	10.22	-56.48	-5.25	3.21
46.17	8.78	379.00	676000	-58.77	-8.41	10.22	-34.57	-5.55	9.50
46.17	8.78	379.00	676000	-58.77	-8.41	10.22	-50.34	-7.21	12.32
46.17	8.78	379.00	676000	-58.77	-8.41	10.22	-64.16	-9.59	11.39
46.17	8.78	379.00	676000	-58.77	-8.41	10.22	-80.24	-11.67	14.12
46.17	8.78	379.00	676000	-58.77	-8.41	10.22	-93.84	-11.75	9.76
-24.11	-65.19	1300.00	8704701	-32.25	-5.74	9.37	-31.99	-6.65	14.23
-24.11	-65.19	1300.00	8704701	-32.25	-5.74	9.37	-33.44	-6.73	4.60
-24.11	-65.19	1300.00	8704701	-32.25	-5.74	9.37	-46.07	-6.61	8.76
-24.11	-65.19	1300.00	8704701	-32.25	-5.74	9.37	-30.11	-5.67	21.32
-24.11	-65.19	1300.00	8704701	-32.25	-5.74	9.37	-12.43	-2.47	7.36
-24.11	-65.19	1300.00	8704701	-32.25	-5.74	9.37	-16.77	-3.19	8.54
-24.11	-65.19	1300.00	8704701	-32.25	-5.74	9.37	-33.11	-4.68	13.67
-24.11	-65.19	1300.00	8704701	-32.25	-5.74	9.37	-13.10	-2.16	13.60
-24.11	-65.19	1300.00	8704701	-32.25	-5.74	9.37	-1.28	-1.97	12.02
-24.11	-65.19	1300.00	8704701	-32.25	-5.74	9.37	-11.86	-2.44	8.39
-24.11	-65.19	1300.00	8704701	-32.25	-5.74	9.37	-35.19	-3.72	-3.09
-24.11	-65.19	1300.00	8704701	-32.25	-5.74	9.37	-36.45	-6.32	6.75
19.88	102.13	305.00	4893000	-50.90	-7.49	9.05	-999.99	-999.99	-999.99
19.88	102.13	305.00	4893000	-50.90	-7.49	9.05	-999.99	-999.99	-999.99
19.88	102.13	305.00	4893000	-50.90	-7.49	9.05	2.17	-0.84	8.86
19.88	102.13	305.00	4893000	-50.90	-7.49	9.05	-10.07	-2.51	9.97
19.88	102.13	305.00	4893000	-50.90	-7.49	9.05	-36.37	-5.71	9.29
19.88	102.13	305.00	4893000	-50.90	-7.49	9.05	-34.36	-5.48	9.49
19.88	102.13	305.00	4893000	-50.90	-7.49	9.05	-63.59	-8.92	7.78
19.88	102.13	305.00	4893000	-50.90	-7.49	9.05	-63.96	-9.21	9.68
19.88	102.13	305.00	4893000	-50.90	-7.49	9.05	-83.81	-11.47	7.98
19.88	102.13	305.00	4893000	-50.90	-7.49	9.05	-56.73	-8.32	9.80
19.88	102.13	305.00	4893000	-50.90	-7.49	9.05	-47.83	-6.61	5.03
19.88	102.13	305.00	4893000	-50.90	-7.49	9.05	-15.50	-3.10	9.30
49.49	23.57	329.00	3339300	-71.80	-9.86	8.60	-91.87	-13.77	18.27
49.49	23.57	329.00	3339300	-71.80	-9.86	8.60	-107.64	-15.27	14.53
49.49	23.57	329.00	3339300	-71.80	-9.86	8.60	-75.06	-10.89	12.05
49.49	23.57	329.00	3339300	-71.80	-9.86	8.60	-70.93	-9.52	12.85
49.49	23.57	329.00	3339300	-71.80	-9.86	8.60	-66.91	-8.64	-3.27
49.49	23.57	329.00	3339300	-71.80	-9.86	8.60	-49.15	-7.90	7.49
49.49	23.57	329.00	3339300	-71.80	-9.86	8.60	-54.40	-7.83	4.46
49.49	23.57	329.00	3339300	-71.80	-9.86	8.60	-51.76	-7.59	7.44
49.49	23.57	329.00	3339300	-71.80	-9.86	8.60	-49.53	-8.08	12.96
49.49	23.57	329.00	3339300	-71.80	-9.86	8.60	-73.96	-10.36	11.07
49.49	23.57	329.00	3339300	-71.80	-9.86	8.60	-111.00	-13.63	6.38
49.49	23.57	329.00	3339300	-71.80	-9.86	8.60	-112.87	-13.47	6.18
-3.15	-79.58	6.00	842800	-9.37	-2.28	8.90	1.74	-1.03	10.00
-3.15	-79.58	6.00	842800	-9.37	-2.28	8.90	-11.34	-2.57	9.21
-3.15	-79.58	6.00	842800	-9.37	-2.28	8.90	-44.20	-6.47	7.56
-3.15	-79.58	6.00	842800	-9.37	-2.28	8.90	-23.50	-3.93	7.94
-3.15	-79.58	6.00	842800	-9.37	-2.28	8.90	3.70	-0.45	7.30
-3.15	-79.58	6.00	842800	-9.37	-2.28	8.90	-999.99	-999.99	-999.99
-3.15	-79.58	6.00	842800	-9.37	-2.28	8.90	-21.20	-3.78	9.04
-3.15	-79.58	6.00	842800	-9.37	-2.28	8.90	-0.90	-1.61	11.98
-3.15	-79.58	6.00	842800	-9.37	-2.28	8.90	1.80	-0.93	9.24
-3.15	-79.58	6.00	842800	-9.37	-2.28	8.90	5.91	-0.13	6.98
-3.15	-79.58	6.00	842800	-9.37	-2.28	8.90	4.21	-0.50	8.22
-3.15	-79.58	6.00	842800	-9.37	-2.28	8.90	8.10	-0.25	10.10
-5.22	145.80	4.00	9401400	-51.59	-7.93	11.34	-58.37	-8.68	10.17
-5.22	145.80	4.00	9401400	-51.59	-7.93	11.34	-63.21	-9.05	9.12
-5.22	145.80	4.00	9401400	-51.59	-7.93	11.34	-75.03	-10.65	11.01
-5.22	145.80	4.00	9401400	-51.59	-7.93	11.34	-55.42	-8.61	10.24
-5.22	145.80	4.00	9401400	-51.59	-7.93	11.34	-34.97	-7.21	12.32
-5.22	145.80	4.00	9401400	-51.59	-7.93	11.34	-38.76	-5.96	10.77
-5.22	145.80	4.00	9401400	-51.59	-7.93	11.34	-25.49	-5.56	10.87
-5.22	145.80	4.00	9401400	-51.59	-7.93	11.34	-32.46	-5.13	9.93
-5.22	145.80	4.00	9401400	-51.59	-7.93	11.34	-27.03	-4.53	10.79
-5.22	145.80	4.00	9401400	-51.59	-7.93	11.34	-39.83	-6.34	12.11
-5.22	145.80	4.00	9401400	-51.59	-7.93	11.34	-48.11	-7.44	14.76
-5.22	145.80	4.00	9401400	-51.59	-7.93	11.34	-63.39	-9.49	12.77
40.41	-3.68	655.00	822201	-999.99	-999.99	-999.99	-62.72	-9.16	10.60
40.41	-3.68	655.00	822201	-999.99	-999.99	-999.99	-61.27	-8.99	10.61
40.41	-3.68	655.00	822201	-999.99	-999.99	-999.99	-65.12	-8.76	4.99
40.41	-3.68	655.00	822201	-999.99	-999.99	-999.99	-46.61	-6.94	8.92
40.41	-3.68	655.00	822201	-999.99	-999.99	-999.99	-30.23	-4.60	6.60
40.41	-3.68	655.00	822201	-999.99	-999.99	-999.99	-28.43	-3.93	3.02
40.41	-3.68	655.00	822201	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
40.41	-3.68	655.00	822201	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
40.41	-3.68	655.00	822201	-999.99	-999.99	-999.99	-16.80	-0.48	-12.96
40.41	-3.68	655.00	822201	-999.99	-999.99	-999.99	-49.42	-7.51	10.67
40.41	-3.68	655.00	822201	-999.99	-999.99	-999.99	-59.02	-8.60	9.75
40.41	-3.68	655.00	822201	-999.99	-999.99	-999.99	-55.75	-8.10	9.07
8.07	80.28	137.00	4342200	-33.67	-4.92	11.24	-999.99	-1.20	-999.99
8.07	80.28	137.00	4342200	-33.67	-4.92	11.24	-999.99	-2.10	-999.99
8.07	80.28	137.00	4342200	-33.67	-4.92	11.24	-999.99	-2.50	-999.99
8.07	80.28	137.00	4342200	-33.67	-4.92	11.24	-999.99	-3.60	-999.99
8.07	80.28	137.00	4342200	-33.67	-4.92	11.24	-999.99	-2.50	-999.99
8.07	80.28	137.00	4342200	-33.67	-4.92	11.24	-999.99	-999.99	-999.99
8.07	80.28	137.00	4342200	-33.67	-4.92	11.24	-999.99	-3.40	-999.99
8.07	80.28	137.00	4342200	-33.67	-4.92	11.24	-17.00	-2.13	-1.80
8.07	80.28	137.00	4342200	-33.67	-4.92	11.24	-20.00	-2.56	5.60
8.07	80.28	137.00	4342200	-33.67	-4.92	11.24	-28.00	-4.80	9.60
8.07	80.28	137.00	4342200	-33.67	-4.92	11.24	-39.00	-5.83	12.20
8.07	80.28	137.00	4342200	-33.67	-4.92	11.24	-36.00	-5.85	12.80
-4.62	55.45	1.00	6398000	-999.99	-999.99	-999.99	-17.63	-4.42	17.75
-4.62	55.45	1.00	6398000	-999.99	-999.99	-999.99	-14.21	-4.38	20.83
-4.62	55.45	1.00	6398000	-999.99	-999.99	-999.99	-10.00	-2.60	10.80
-4.62	55.45	1.00	6398000	-999.99	-999.99	-999.99	-15.97	-3.52	12.17
-4.62	55.45	1.00	6398000	-999.99	-999.99	-999.99	-13.52	-2.89	9.60
-4.62	55.45	1.00	6398000	-999.99	-999.99	-999.99	-16.20	-2.60	4.63
-4.62	55.45	1.00	6398000	-999.99	-999.99	-999.99	-39.09	-6.30	11.33
-4.62	55.45	1.00	6398000	-999.99	-999.99	-999.99	-14.59	-3.12	10.34
-4.62	55.45	1.00	6398000	-999.99	-999.99	-999.99	-10.24	-3.55	18.12
-4.62	55.45	1.00	6398000	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
-4.62	55.45	1.00	6398000	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
-4.62	55.45	1.00	6398000	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
-33.97	18.60	44.00	6881600	-12.81	-3.58	14.64	-3.37	-1.67	6.28
-33.97	18.60	44.00	6881600	-12.81	-3.58	14.64	-18.93	-3.41	10.15
-33.97	18.60	44.00	6881600	-12.81	-3.58	14.64	-5.97	-2.59	12.01
-33.97	18.60	44.00	6881600	-12.81	-3.58	14.64	-16.73	-3.86	13.43
-33.97	18.60	44.00	6881600	-12.81	-3.58	14.64	-13.64	-3.91	14.43
-33.97	18.60	44.00	6881600	-12.81	-3.58	14.64	-16.81	-3.95	15.12
-33.97	18.60	44.00	6881600	-12.81	-3.58	14.64	-12.85	-3.33	15.27
-33.97	18.60	44.00	6881600	-12.81	-3.58	14.64	-15.14	-3.92	15.56
-33.97	18.60	44.00	6881600	-12.81	-3.58	14.64	-3.07	-2.61	14.82
-33.97	18.60	44.00	6881600	-12.81	-3.58	14.64	-10.27	-3.44	16.66
-33.97	18.60	44.00	6881600	-12.81	-3.58	14.64	-4.70	-2.52	9.15
-33.97	18.60	44.00	6881600	-12.81	-3.58	14.64	-5.13	-4.00	14.67
-9.55	16.37	1139.00	6621500	-25.59	-4.48	11.75	-24.50	-4.16	11.25
-9.55	16.37	1139.00	6621500	-25.59	-4.48	11.75	-34.35	-5.29	12.68
-9.55	16.37	1139.00	6621500	-25.59	-4.48	11.75	-31.12	-5.17	12.68
-9.55	16.37	1139.00	6621500	-25.59	-4.48	11.75	-21.34	-4.15	14.08
-9.55	16.37	1139.00	6621500	-25.59	-4.48	11.75	-22.09	-3.57	11.69
-9.55	16.37	1139.00	6621500	-25.59	-4.48	11.75	-999.99	-999.99	-999.99
-9.55	16.37	1139.00	6621500	-25.59	-4.48	11.75	-999.99	-999.99	-999.99
-9.55	16.37	1139.00	6621500	-25.59	-4.48	11.75	18.60	0.55	18.23
-9.55	16.37	1139.00	6621500	-25.59	-4.48	11.75	7.87	0.28	10.17
-9.55	16.37	1139.00	6621500	-25.59	-4.48	11.75	-18.88	-3.52	11.33
-9.55	16.37	1139.00	6621500	-25.59	-4.48	11.75	-23.81	-4.58	10.56
-9.55	16.37	1139.00	6621500	-25.59	-4.48	11.75	-31.29	-5.55	11.32
43.92	7.13	359.00	768801	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
43.92	7.13	359.00	768801	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
43.92	7.13	359.00	768801	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
43.92	7.13	359.00	768801	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
43.92	7.13	359.00	768801	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
43.92	7.13	359.00	768801	-999.99	-999.99	-999.99	-25.10	-5.23	16.74
43.92	7.13	359.00	768801	-999.99	-999.99	-999.99	-29.20	-4.74	8.72
43.92	7.13	359.00	768801	-999.99	-999.99	-999.99	-17.50	-3.40	9.70
43.92	7.13	359.00	768801	-999.99	-999.99	-999.99	-999.99	-999.99	-999.99
43.92	7.13	359.00	768801	-999.99	-999.99	-999.99	-17.50	-3.43	9.94
43.92	7.13	359.00	768801	-999.99	-999.99	-999.99	-39.90	-6.60	12.90
43.92	7.13	359.00	768801	-999.99	-999.99	-999.99	-53.70	-9.12	19.26
-3.12	-60.02	72.00	8233100	-28.36	-5.24	12.20	-24.66	-4.59	12.29
-3.12	-60.02	72.00	8233100	-28.36	-5.24	12.20	-29.54	-5.54	12.39
-3.12	-60.02	72.00	8233100	-28.36	-5.24	12.20	-41.80	-6.53	11.26
-3.12	-60.02	72.00	8233100	-28.36	-5.24	12.20	-45.42	-7.38	11.87
-3.12	-60.02	72.00	8233100	-28.36	-5.24	12.20	-46.80	-7.74	12.71
-3.12	-60.02	72.00	8233100	-28.36	-5.24	12.20	-18.87	-4.10	13.00
-3.12	-60.02	72.00	8233100	-28.36	-5.24	12.20	-11.33	-3.17	14.53
-3.12	-60.02	72.00	8233100	-28.36	-5.24	12.20	-3.43	-1.83	14.15
-3.12	-60.02	72.00	8233100	-28.36	-5.24	12.20	-2.61	-1.97	13.45
-3.12	-60.02	72.00	8233100	-28.36	-5.24	12.20	-5.73	-2.16	12.54
-3.12	-60.02	72.00	8233100	-28.36	-5.24	12.20	-12.04	-3.82	12.04
-3.12	-60.02	72.00	8233100	-28.36	-5.24	12.20	-17.72	-3.57	11.19
14.52	121.00	14.00	9842900	-44.25	-6.74	9.78	-14.90	-1.94	-0.50
14.52	121.00	14.00	9842900	-44.25	-6.74	9.78	-3.06	-1.56	12.32
14.52	121.00	14.00	9842900	-44.25	-6.74	9.78	-13.79	-2.66	7.50
14.52	121.00	14.00	9842900	-44.25	-6.74	9.78	-28.89	-3.66	0.38
14.52	121.00	14.00	9842900	-44.25	-6.74	9.78	-51.65	-7.61	9.26
14.52	121.00	14.00	9842900	-44.25	-6.74	9.78	-39.76	-5.92	7.64
14.52	121.00	14.00	9842900	-44.25	-6.74	9.78	-44.56	-6.80	9.87
14.52	121.00	14.00	9842900	-44.25	-6.74	9.78	-37.28	-5.68	8.16
14.52	121.00	14.00	9842900	-44.25	-6.74	9.78	-51.23	-8.01	12.85
14.52	121.00	14.00	9842900	-44.25	-6.74	9.78	-55.12	-7.98	8.73
14.52	121.00	14.00	9842900	-44.25	-6.74	9.78	-37.89	-6.21	11.82
14.52	121.00	14.00	9842900	-44.25	-6.74	9.78	-44.39	-7.09	12.33
10.25	-67.65	442.00	8041300	-26.59	-3.39	3.50	-13.70	0.60	-18.50
10.25	-67.65	442.00	8041300	-26.59	-3.39	3.50	-999.99	-999.99	-999.99
10.25	-67.65	442.00	8041300	-26.59	-3.39	3.50	-11.80	-0.56	-8.60
10.25	-67.65	442.00	8041300	-26.59	-3.39	3.50	-19.45	-2.88	4.84
10.25	-67.65	442.00	8041300	-26.59	-3.39	3.50	-27.57	-4.12	4.08
10.25	-67.65	442.00	8041300	-26.59	-3.39	3.50	-33.49	-3.73	-3.66
10.25	-67.65	442.00	8041300	-26.59	-3.39	3.50	-37.27	-4.35	2.08
10.25	-67.65	442.00	8041300	-26.59	-3.39	3.50	-22.82	-3.77	8.18
10.25	-67.65	442.00	8041300	-26.59	-3.39	3.50	-16.09	-2.27	4.13
10.25	-67.65	442.00	8041300	-26.59	-3.39	3.50	-18.85	-2.22	6.20
10.25	-67.65	442.00	8041300	-26.59	-3.39	3.50	-26.10	-3.64	8.12
10.25	-67.65	442.00	8041300	-26.59	-3.39	3.50	-22.27	-3.07	8.32
-46.88	37.87	26.00	6899400	-30.59	-4.84	8.37	-29.24	-4.80	6.99
-46.88	37.87	26.00	6899400	-30.59	-4.84	8.37	-23.80	-3.79	9.11
-46.88	37.87	26.00	6899400	-30.59	-4.84	8.37	-24.55	-4.59	9.26
-46.88	37.87	26.00	6899400	-30.59	-4.84	8.37	-29.95	-4.61	12.42
-46.88	37.87	26.00	6899400	-30.59	-4.84	8.37	-26.24	-4.73	7.87
-46.88	37.87	26.00	6899400	-30.59	-4.84	8.37	-33.83	-5.22	9.77
-46.88	37.87	26.00	6899400	-30.59	-4.84	8.37	-29.92	-4.67	9.28
-46.88	37.87	26.00	6899400	-30.59	-4.84	8.37	-30.41	-4.76	8.21
-46.88	37.87	26.00	6899400	-30.59	-4.84	8.37	-32.28	-5.03	7.94
-46.88	37.87	26.00	6899400	-30.59	-4.84	8.37	-29.80	-5.00	12.15
-46.88	37.87	26.00	6899400	-30.59	-4.84	8.37	-39.44	-5.15	2.40
-46.88	37.87	26.00	6899400	-30.59	-4.84	8.37	-38.42	-5.53	5.32
63.62	-134.13	504.00	7196401	-168.46	-20.82	0.09	-212.44	-26.77	1.72
63.62	-134.13	504.00	7196401	-168.46	-20.82	0.09	-195.68	-26.04	9.29
63.62	-134.13	504.00	7196401	-168.46	-20.82	0.09	-212.25	-25.33	-7.65
63.62	-134.13	504.00	7196401	-168.46	-20.82	0.09	-188.22	-24.86	6.18
63.62	-134.13	504.00	7196401	-168.46	-20.82	0.09	-153.33	-17.42	-14.00
63.62	-134.13	504.00	7196401	-168.46	-20.82	0.09	-148.61	-17.50	-8.59
63.62	-134.13	504.00	7196401	-168.46	-20.82	0.09	-143.98	-19.57	-4.18
63.62	-134.13	504.00	7196401	-168.46	-20.82	0.09	-159.76	-18.87	-0.98
63.62	-134.13	504.00	7196401	-168.46	-20.82	0.09	-137.16	-15.15	2.16
63.62	-134.13	504.00	7196401	-168.46	-20.82	0.09	-169.94	-22.09	6.79
63.62	-134.13	504.00	7196401	-168.46	-20.82	0.09	-205.12	-26.87	9.85
63.62	-134.13	504.00	7196401	-168.46	-20.82	0.09	-198.97	-26.13	10.04
-37.82	144.97	28.00	9486800	-28.23	-5.06	11.37	-26.20	-4.81	11.34
-37.82	144.97	28.00	9486800	-28.23	-5.06	11.37	-33.72	-5.92	10.44
-37.82	144.97	28.00	9486800	-28.23	-5.06	11.37	-25.13	-4.42	10.58
-37.82	144.97	28.00	9486800	-28.23	-5.06	11.37	-32.78	-5.59	11.42
-37.82	144.97	28.00	9486800	-28.23	-5.06	11.37	-39.64	-6.37	11.99
-37.82	144.97	28.00	9486800	-28.23	-5.06	11.37	-37.46	-6.15	9.62
-37.82	144.97	28.00	9486800	-28.23	-5.06	11.37	-39.06	-6.37	12.93
-37.82	144.97	28.00	9486800	-28.23	-5.06	11.37	-30.79	-5.34	11.78
-37.82	144.97	28.00	9486800	-28.23	-5.06	11.37	-27.26	-4.91	10.95
-37.82	144.97	28.00	9486800	-28.23	-5.06	11.37	-17.38	-3.92	12.09
-37.82	144.97	28.00	9486800	-28.23	-5.06	11.37	-15.14	-3.30	11.14
-37.82	144.97	28.00	9486800	-28.23	-5.06	11.37	-19.00	-3.85	11.01
-2.30	-77.57	665.00	8423902	-43.22	-6.66	10.08	-11.03	-3.07	13.57
-2.30	-77.57	665.00	8423902	-43.22	-6.66	10.08	-15.91	-3.36	10.95
-2.30	-77.57	665.00	8423902	-43.22	-6.66	10.08	-62.50	-8.63	6.54
-2.30	-77.57	665.00	8423902	-43.22	-6.66	10.08	-97.40	-12.95	6.20
-2.30	-77.57	665.00	8423902	-43.22	-6.66	10.08	-64.43	-9.05	7.94
-2.30	-77.57	665.00	8423902	-43.22	-6.66	10.08	-34.32	-5.76	11.79
-2.30	-77.57	665.00	8423902	-43.22	-6.66	10.08	-17.46	-3.68	11.98
-2.30	-77.57	665.00	8423902	-43.22	-6.66	10.08	-20.59	-4.39	14.57
-2.30	-77.57	665.00	8423902	-43.22	-6.66	10.08	-15.63	-3.54	12.72
-2.30	-77.57	665.00	8423902	-43.22	-6.66	10.08	-30.34	-5.35	12.46
-2.30	-77.57	665.00	8423902	-43.22	-6.66	10.08	-72.85	-10.37	10.08
-2.30	-77.57	665.00	8423902	-43.22	-6.66	10.08	-11.75	-2.65	9.46
-32.88	-68.85	827.00	8742000	-42.97	-5.44	3.59	-23.26	-2.73	-0.35
-32.88	-68.85	827.00	8742000	-42.97	-5.44	3.59	-32.38	-4.07	2.58
-32.88	-68.85	827.00	8742000	-42.97	-5.44	3.59	-47.44	-5.77	-0.16
-32.88	-68.85	827.00	8742000	-42.97	-5.44	3.59	-52.81	-6.75	0.44
-32.88	-68.85	827.00	8742000	-42.97	-5.44	3.59	-57.09	-7.39	2.03
-32.88	-68.85	827.00	8742000	-42.97	-5.44	3.59	-153.00	-19.70	4.60
-32.88	-68.85	827.00	8742000	-42.97	-5.44	3.59	-95.55	-12.22	1.01
-32.88	-68.85	827.00	8742000	-42.97	-5.44	3.59	-56.90	-7.36	1.97
-32.88	-68.85	827.00	8742000	-42.97	-5.44	3.59	-47.78	-6.00	4.87
-32.88	-68.85	827.00	8742000	-42.97	-5.44	3.59	-27.26	-2.58	-6.59
-32.88	-68.85	827.00	8742000	-42.97	-5.44	3.59	-36.87	-5.52	7.27
-32.88	-68.85	827.00	8742000	-42.97	-5.44	3.59	-22.38	-4.04	9.91
-14.67	17.70	1348.00	6641000	-37.75	-6.18	10.80	-36.68	-6.75	11.60
-14.67	17.70	1348.00	6641000	-37.75	-6.18	10.80	-40.99	-6.29	11.10
-14.67	17.70	1348.00	6641000	-37.75	-6.18	10.80	-48.02	-7.71	13.17
-14.67	17.70	1348.00	6641000	-37.75	-6.18	10.80	-62.01	-7.24	9.65
-14.67	17.70	1348.00	6641000	-37.75	-6.18	10.80	-43.60	-6.72	10.16
-14.67	17.70	1348.00	6641000	-37.75	-6.18	10.80	13.00	0.21	11.32
-14.67	17.70	1348.00	6641000	-37.75	-6.18	10.80	-999.99	-999.99	-999.99
