%TIMESTAMP,Latitude ,Longitude ,Q,Delta_18O,Delta_18O_std,Delta_D,Delta_D_std,Ta,RH,P,Pricipitation,Rn,U,WD
201312060100,-60.317,79.1,5902,-9999,-9999,-111.5,-9999,0.6,0.9,99.05,-9999,-9999,5.991802734,136.6946793
201312060200,-60.3,78.683,5966,-9999,-9999,-112.8,-9999,0.9,0.92,99.1,-9999,-9999,8.139287438,139.1890212
201312060300,-60.283,78.267,5944,-9999,-9999,-115.4,-9999,0.9,0.92,98.9,-9999,-9999,11.07007227,143.3413598
201312060400,-60.283,77.85,6092,-9999,-9999,-114.7,-9999,0.9,0.92,98.8,-9999,-9999,12.52994014,141.0944041
201312060500,-60.283,77.442,6251,-9999,-9999,-108.2,-9999,1.2,0.85,98.74,-9999,-9999,13.16149688,140.7392476
201312060600,-60.317,77.033,6381,-9999,-9999,-105.2,-9999,1.4,0.92,98.6,-9999,-9999,13.82991685,140.7555533
201312060700,-60.3,76.633,6444,-9999,-9999,-105.8,-9999,1.8,0.9,98.55,-9999,-9999,14.86764272,140.1886951
201312060800,-60.3,76.233,6486,-9999,-9999,-108.5,-9999,1.9,0.92,98.5,-9999,-9999,15.72479571,132.6844699
201312060900,-60.283,75.85,6415,-9999,-9999,-111.9,-9999,2.1,0.91,98.45,-9999,-9999,15.58333084,119.1509684
201312061000,-60.3,75.467,6218,-9999,-9999,-115.3,-9999,1.8,0.9,98.54,-9999,-9999,14.27601135,101.8875289
201312061100,-60.3,75.092,5704,-9999,-9999,-120.7,-9999,1,0.9,98.68,-9999,-9999,15.10706126,99.02878325
201312061200,-60.3,74.708,5389,-9999,-9999,-124.9,-9999,1,0.87,98.92,-9999,-9999,14.00583093,108.6580729
201312061300,-60.3,74.325,5363,-9999,-9999,-123.8,-9999,1,0.86,98.97,-9999,-9999,14.41380241,112.0483046
201312061400,-60.283,73.933,5426,-9999,-9999,-120,-9999,1,0.85,99.08,-9999,-9999,14.96646919,114.3079205
201312061500,-60.283,73.55,5345,-9999,-9999,-120.4,-9999,1,0.85,99.17,-9999,-9999,15.0831628,118.3865761
201312061600,-60.267,73.167,5332,-9999,-9999,-121.8,-9999,1.2,0.83,99.28,-9999,-9999,14.78557405,122.575858
201312061700,-60.258,72.783,5326,-9999,-9999,-123.4,-9999,1.2,0.83,99.36,-9999,-9999,15.14933992,118.7679018
201312061800,-60.25,72.408,5344,-9999,-9999,-122.6,-9999,1.4,0.82,99.47,-9999,-9999,13.01305883,127.6045697
201312061900,-60.25,72.025,5565,-9999,-9999,-118.6,-9999,1.2,0.83,99.51,-9999,-9999,13.66739551,129.2135788
201312062000,-60.233,71.65,5627,-9999,-9999,-116.9,-9999,1.1,0.86,99.49,-9999,-9999,13.11178096,131.1075767
201312062100,-60.233,71.267,5557,-9999,-9999,-119.3,-9999,1.2,0.85,99.53,-9999,-9999,13.26142149,136.2566866
201312062200,-60.217,70.883,5539,-9999,-9999,-118.7,-9999,1.1,0.85,99.54,-9999,-9999,12.22719101,140.91257
201312062300,-60.2,70.5,5586,-9999,-9999,-117.3,-9999,1,0.87,99.54,-9999,-9999,11.14673495,146.4568138
201312070000,-60.183,70.1,5653,-9999,-9999,-116.4,-9999,0.9,0.87,99.5,-9999,-9999,10.90539775,157.2958621
201312070100,-60.167,69.7,5742,-9999,-9999,-116,-9999,1,0.88,99.43,-9999,-9999,11.93604625,160.6286071
201312070200,-60.167,69.3,5765,-9999,-9999,-120.9,-9999,1,0.82,99.33,-9999,-9999,11.88170022,163.9799549
201312070300,-60.15,68.9,5802,-9999,-9999,-123.7,-9999,1.1,0.87,99.26,-9999,-9999,11.55043289,174.1415306
201312070400,-60.15,68.5,5758,-9999,-9999,-119.9,-9999,1,0.88,99.14,-9999,-9999,10.61271407,178.7094513
201312070500,-60.133,68.1,5870,-9999,-9999,-123.4,-9999,1,0.89,99.01,-9999,-9999,13.28479206,175.2988348
201312070600,-60.133,67.708,5849,-9999,-9999,-119.6,-9999,1,0.89,98.86,-9999,-9999,12.54249178,178.8631661
201312070700,-60.117,67.308,5926,-9999,-9999,-117.2,-9999,0.9,0.9,98.76,-9999,-9999,11.03435091,175.4830137
201312070800,-60.117,66.9,5938,-9999,-9999,-118.5,-9999,0.9,0.89,98.67,-9999,-9999,9.256543631,164.9777562
201312070900,-60.117,66.483,6265,-9999,-9999,-116.7,-9999,1,0.89,98.64,-9999,-9999,6.853794569,136.3637281
201312071000,-60.1,66.075,6062,-9999,-9999,-115.5,-9999,1.5,0.89,98.66,-9999,-9999,5.687046685,60.50682868
201312071100,-60.1,65.667,5698,-9999,-9999,-120.8,-9999,0.6,0.88,98.76,-9999,-9999,6.612110102,3.468331549
201312071200,-60.083,65.25,5648,-9999,-9999,-127.1,-9999,0.8,0.87,98.82,-9999,-9999,4.399693171,10.21196492
201312071300,-60.083,64.842,5657,-9999,-9999,-122.6,-9999,0.1,0.86,98.97,-9999,-9999,3.34388995,9.293582691
201312071400,-60.067,64.425,5669,-9999,-9999,-122.5,-9999,0.1,0.86,98.9,-9999,-9999,2.299239005,362.299239
201312071500,-60.067,64.033,5746,-9999,-9999,-117.4,-9999,0.3,0.85,98.85,-9999,-9999,3.634638909,363.6346389
201312071600,-60.05,63.65,5740,-9999,-9999,-104.8,-9999,0.9,0.84,98.77,-9999,-9999,6.961450998,366.961451
201312071700,-60.05,63.267,5593,-9999,-9999,-97.3,-9999,1,0.77,98.61,-9999,-9999,7.991226439,367.9912264
201312071800,-60.05,62.9,5514,-9999,-9999,-98.4,-9999,0.7,0.76,98.53,-9999,-9999,9.521354946,369.5213549
201312071900,-60.033,62.533,5423,-9999,-9999,-101.8,-9999,0.8,0.75,98.37,-9999,-9999,9.883420461,369.8834205
201312072000,-60.033,62.158,5198,-9999,-9999,-109.2,-9999,0.6,0.77,98.19,-9999,-9999,10.95416816,370.9541682
201312072100,-60.017,61.775,4836,-9999,-9999,-120.2,-9999,0.3,0.79,97.95,-9999,-9999,11.92750183,371.9275018
201312072200,-60.017,61.408,4799,-9999,-9999,-130.3,-9999,-9999,0.8,97.74,-9999,-9999,13.12173769,373.1217377
201312072300,-60.017,61.033,4863,-9999,-9999,-130.3,-9999,-0.6,0.83,97.5,-9999,-9999,13.25840488,373.2584049
201312080000,-60,60.7,4911,-9999,-9999,-131.2,-9999,-0.8,0.84,97.32,-9999,-9999,14.58359695,374.5835969
201312080100,-60,60.342,4866,-9999,-9999,-134.4,-9999,-0.8,0.86,97.16,-9999,-9999,15.95597067,375.9559707
201312080200,-60,59.992,4779,-9999,-9999,-142.8,-9999,-1.1,0.86,96.97,-9999,-9999,17.39143755,377.3914375
201312080300,-60.083,59.625,4757,-9999,-9999,-147,-9999,-1.1,0.86,96.91,-9999,-9999,16.36680176,376.3668018
201312080400,-60.167,59.242,4815,-9999,-9999,-141.8,-9999,-0.6,0.84,96.87,-9999,-9999,16.28767632,376.2876763
201312080500,-60.233,58.867,4851,-9999,-9999,-141.1,-9999,-0.6,0.84,96.83,-9999,-9999,16.38085773,376.3808577
201312080600,-60.317,58.483,4856,-9999,-9999,-136.2,-9999,-1,0.86,96.86,-9999,-9999,16.35100609,376.3510061
201312080700,-60.383,58.1,4831,-9999,-9999,-140,-9999,-0.6,0.84,96.88,-9999,-9999,16.67886087,376.6788609
201312080800,-60.45,57.733,4872,-9999,-9999,-136,-9999,-0.9,0.84,96.92,-9999,-9999,16.3780646,376.3780646
201312080900,-60.533,57.342,4781,-9999,-9999,-131.7,-9999,-0.9,0.85,96.94,-9999,-9999,16.21338028,376.2133803
201312081000,-60.617,56.933,4648,-9999,-9999,-132.4,-9999,-0.7,0.83,97,-9999,-9999,15.99422708,375.9942271
201312081100,-60.7,56.533,4448,-9999,-9999,-132.8,-9999,-0.6,0.81,97.12,-9999,-9999,14.65398239,374.6539824
201312081200,-60.783,56.142,4377,-9999,-9999,-133.9,-9999,-0.5,0.8,97.06,-9999,-9999,13.89391953,373.8939195
201312081300,-60.867,55.767,4424,-9999,-9999,-137.1,-9999,-0.6,0.78,97.29,-9999,-9999,13.21871779,2.081051535
201312081400,-60.95,55.4,4472,-9999,-9999,-138.7,-9999,-1,0.8,97.38,-9999,-9999,13.20727451,6.958414269
201312081500,-61.05,55.05,4353,-9999,-9999,-145.3,-9999,-1,0.8,97.42,-9999,-9999,12.86475029,9.982474599
201312081600,-61.15,54.692,4218,-9999,-9999,-152.8,-9999,-0.8,0.77,97.49,-9999,-9999,11.97485699,11.36656881
201312081700,-61.267,54.325,4396,-9999,-9999,-147.2,-9999,-0.7,0.77,97.53,-9999,-9999,10.9658561,12.64252519
201312081800,-61.367,53.95,4594,-9999,-9999,-140.7,-9999,-0.7,0.78,97.61,-9999,-9999,10.86952161,19.11896208
201312081900,-61.467,53.575,4554,-9999,-9999,-145.5,-9999,-0.6,0.8,97.64,-9999,-9999,10.37081,16.181126
201312082000,-61.567,53.2,4246,-9999,-9999,-160.6,-9999,-0.6,0.77,97.69,-9999,-9999,9.865677878,16.48834899
201312082100,-61.683,52.817,4204,-9999,-9999,-161.6,-9999,-0.7,0.74,97.68,-9999,-9999,8.886990492,20.76039509
201312082200,-61.783,52.433,4184,-9999,-9999,-164.9,-9999,-0.7,0.74,97.72,-9999,-9999,9.028510398,16.86993879
201312082300,-61.883,52.067,3930,-9999,-9999,-174.8,-9999,-0.6,0.72,97.76,-9999,-9999,8.697413409,20.81109962
201312090000,-62,51.683,4207,-9999,-9999,-163.4,-9999,-0.5,0.71,97.8,-9999,-9999,8.251702855,16.54676651
201312090100,-62.092,51.308,4515,-9999,-9999,-154.1,-9999,-0.6,0.75,97.83,-9999,-9999,8.052887681,5.916077206
201312090200,-62.2,50.942,4485,-9999,-9999,-154.1,-9999,-0.5,0.76,97.89,-9999,-9999,7.882537662,367.8825377
201312090300,-62.3,50.558,4284,-9999,-9999,-159.8,-9999,-0.7,0.76,97.95,-9999,-9999,7.111188368,1.047516334
201312090400,-62.4,50.183,4236,-9999,-9999,-166.6,-9999,-0.8,0.74,98,-9999,-9999,6.872066647,9.887526879
201312090500,-62.4,50.1,4454,-9999,-9999,-157.1,-9999,1,0.72,98.07,-9999,-9999,8.82850497,14.43017783
201312090600,-62.533,49.892,4517,-9999,-9999,-150.9,-9999,-0.3,0.76,98.04,-9999,-9999,8.817437269,11.51417077
201312090700,-62.7,49.642,4507,-9999,-9999,-152.9,-9999,-0.1,0.75,98.08,-9999,-9999,9.243943963,10.47147059
201312090800,-62.867,49.383,4450,-9999,-9999,-155.2,-9999,0.3,0.74,98.17,-9999,-9999,8.997805288,17.52928124
201312090900,-63.042,49.133,4281,-9999,-9999,-161.1,-9999,1.2,0.69,98.16,-9999,-9999,10.48447424,28.54588051
201312091000,-63.217,48.883,4445,-9999,-9999,-155.5,-9999,1,0.7,98.21,-9999,-9999,10.52741184,35.41218578
201312091100,-63.375,48.633,4676,-9999,-9999,-147.4,-9999,1,0.71,98.26,-9999,-9999,10.99656765,39.13292376
201312091200,-63.55,48.467,4617,-9999,-9999,-152,-9999,0.9,0.71,98.29,-9999,-9999,11.70788623,47.63225035
201312091300,-63.75,48.35,4565,-9999,-9999,-153.7,-9999,1,0.72,98.3,-9999,-9999,13.18141495,46.99962317
201312091400,-63.95,48.267,4267,-9999,-9999,-167.7,-9999,-0.4,0.74,98.3,-9999,-9999,12.6962081,48.0343303
201312091500,-64.142,48.067,4085,-9999,-9999,-177.2,-9999,-1.8,0.79,98.3,-9999,-9999,11.61781821,44.8269593
201312091600,-64.333,47.967,4021,-9999,-9999,-178.8,-9999,-1.9,0.76,98.31,-9999,-9999,10.13290185,45.20124778
201312091700,-64.517,47.85,4008,-9999,-9999,-179.9,-9999,-1.5,0.75,98.25,-9999,-9999,9.994423445,52.60423105
201312091800,-64.708,47.767,3949,-9999,-9999,-184.1,-9999,-2.2,0.77,98.27,-9999,-9999,9.790812019,55.82465764
201312091900,-64.883,47.6,3990,-9999,-9999,-184.2,-9999,-2.4,0.79,98.51,-9999,-9999,9.463382059,55.94215396
201312092000,-65.075,47.5,4005,-9999,-9999,-189.2,-9999,-2.6,0.8,98.39,-9999,-9999,8.742179362,52.76463498
201312092100,-65.267,47.333,3909,-9999,-9999,-195.2,-9999,-2.1,0.78,98.38,-9999,-9999,7.984240728,52.68673301
201312092200,-65.433,47.2,3675,-9999,-9999,-201.7,-9999,-2.1,0.76,98.3,-9999,-9999,8.026717885,50.46096191
201312092300,-65.617,47.1,3585,-9999,-9999,-204.6,-9999,-2.1,0.72,98.38,-9999,-9999,6.533215135,52.02655821
201312100000,-65.783,46.975,3483,-9999,-9999,-212.9,-9999,-2.6,0.75,98.41,-9999,-9999,5.570655258,59.70830623
201312100100,-65.917,46.875,3447,-9999,-9999,-213.5,-9999,-2.8,0.73,98.44,-9999,-9999,6.380007837,53.22147721
201312100200,-66.042,46.8,3476,-9999,-9999,-209.8,-9999,-2.9,0.72,98.44,-9999,-9999,5.862021836,52.9752795
201312100300,-66.167,46.717,3505,-9999,-9999,-207.7,-9999,-3.1,0.73,98.45,-9999,-9999,6.090032841,52.94350099
201312100400,-66.3,46.583,3557,-9999,-9999,-204.5,-9999,-2.8,0.73,98.47,-9999,-9999,4.663142717,68.88512693
201312100500,-66.433,46.483,3712,-9999,-9999,-196.3,-9999,-1.9,0.72,98.47,-9999,-9999,5.141254711,60.3951283
201312100600,-66.575,46.367,4098,-9999,-9999,-195.9,-9999,-2,0.74,98.46,-9999,-9999,4.315205673,38.2254712
201312100700,-66.7,46.267,3868,-9999,-9999,-202.5,-9999,-2,0.74,98.52,-9999,-9999,5.135172831,43.58101977
201312100800,-66.833,46.167,3631,-9999,-9999,-221.2,-9999,-1.4,0.69,98.5,-9999,-9999,4.716831564,45.77440956
201312100900,-67,46.042,3694,-9999,-9999,-235.1,-9999,-1.8,0.71,98.52,-9999,-9999,2.80403281,63.52820318
201312101000,-67.083,45.575,3529,-9999,-9999,-227.9,-9999,-1.7,0.7,98.53,-9999,-9999,1.755704987,56.85468096
201312101100,-67.15,44.958,3349,-9999,-9999,-216.7,-9999,-1.4,0.66,98.5,-9999,-9999,0.326496554,62.65197199
201312101200,-67.25,44.375,3667,-9999,-9999,-197.4,-9999,-1.1,0.67,98.47,-9999,-9999,0.362491379,360.3624914
201312101300,-67.35,43.783,3668,-9999,-9999,-196.6,-9999,-1.1,0.68,98.46,-9999,-9999,2.640018939,179.788274
201312101400,-67.433,43.175,3655,-9999,-9999,-197.2,-9999,-1.5,0.76,98.41,-9999,-9999,4.204806773,364.2048068
201312101500,-67.55,42.617,3592,-9999,-9999,-195.7,-9999,-1.8,0.69,98.4,-9999,-9999,6.491594565,366.4915946
201312101600,-67.683,42.175,3550,-9999,-9999,-193.8,-9999,-1.6,0.69,98.32,-9999,-9999,6.292296878,366.2922969
201312101700,-67.792,41.667,3532,-9999,-9999,-194.7,-9999,-1.9,0.7,98.37,-9999,-9999,6.944955003,366.944955
201312101800,-67.933,41.133,3572,-9999,-9999,-192.5,-9999,-1.6,0.68,98.42,-9999,-9999,6.98960657,366.9896066
201312101900,-68.033,40.7,3554,-9999,-9999,-192.4,-9999,-1.4,0.68,98.49,-9999,-9999,7.390297694,367.3902977
201312102000,-68.067,40.4,3523,-9999,-9999,-191.7,-9999,-1.2,0.68,98.56,-9999,-9999,5.318543034,365.318543
201312102100,-68.167,39.933,3566,-9999,-9999,-189.6,-9999,-1.9,0.71,98.62,-9999,-9999,6.182556106,366.1825561
201312102200,-68.25,39.633,3553,-9999,-9999,-188.9,-9999,-1.7,0.71,98.54,-9999,-9999,5.16962281,365.1696228
201312102300,-68.3,39.317,3731,-9999,-9999,-201.9,-9999,-1.6,0.73,98.63,-9999,-9999,2.580891319,362.5808913
201312110000,-68.333,39.1,3831,-9999,-9999,-219.1,-9999,-1.8,0.76,98.69,-9999,-9999,3.557878581,363.5578786
201312110100,-68.358,38.917,3871,-9999,-9999,-220.9,-9999,-1.9,0.76,98.91,-9999,-9999,4.341900506,364.3419005
201312110200,-68.35,38.917,3954,-9999,-9999,-221.4,-9999,-1.6,0.81,98.95,-9999,-9999,4.140169079,364.1401691
201312110300,-68.35,38.917,3935,-9999,-9999,-215.9,-9999,-1,0.73,99.04,-9999,-9999,4.520099556,364.5200996
201312110400,-68.367,38.917,4169,-9999,-9999,-214,-9999,-0.6,0.73,99.16,-9999,-9999,2.694624278,362.6946243
201312110500,-68.367,38.917,4251,-9999,-9999,-212.7,-9999,0,0.72,99.19,-9999,-9999,2.055066909,362.0550669
201312110600,-68.367,38.917,5569,-9999,-9999,-162,-9999,1.8,0.63,99.25,-9999,-9999,2.145600149,168.1713145
201312110700,-68.367,38.917,3844,-9999,-9999,-178,-9999,0.9,0.64,99.32,-9999,-9999,0.516623654,165.4306628
201312110800,-68.367,38.917,3675,-9999,-9999,-182.8,-9999,1,0.62,99.37,-9999,-9999,0.615548536,43.02633495
201312110900,-68.367,38.917,3640,-9999,-9999,-186.8,-9999,0.9,0.61,99.45,-9999,-9999,1.00448992,361.0044899
201312111000,-68.367,38.917,3691,-9999,-9999,-189.7,-9999,1.7,0.59,99.48,-9999,-9999,0.731095069,360.7310951
201312111100,-68.367,38.917,3685,-9999,-9999,-189,-9999,2.1,0.58,99.52,-9999,-9999,0.97061836,62.38076478
201312111200,-68.367,38.917,3650,-9999,-9999,-188.7,-9999,1,0.6,99.46,-9999,-9999,1.28082005,72.27450211
201312111300,-68.367,38.917,3746,-9999,-9999,-184.9,-9999,1,0.6,99.46,-9999,-9999,1.972536438,105.5894186
201312111400,-68.367,38.917,3881,-9999,-9999,-174.6,-9999,0.5,0.63,99.49,-9999,-9999,2.675892375,109.6570581
201312111500,-68.367,38.917,3827,-9999,-9999,-176.4,-9999,0.5,0.67,99.54,-9999,-9999,2.376930794,114.0882281
201312111600,-68.367,38.917,3820,-9999,-9999,-177,-9999,0.1,0.67,99.5,-9999,-9999,2.31043286,124.2439745
201312111700,-68.367,38.917,3818,-9999,-9999,-177.2,-9999,-0.2,0.69,99.41,-9999,-9999,1.888544413,129.8482452
201312111800,-68.367,38.917,3827,-9999,-9999,-175.3,-9999,-0.3,0.7,99.4,-9999,-9999,1.874166481,136.0849377
201312111900,-68.367,38.917,3854,-9999,-9999,-176.9,-9999,-0.6,0.72,99.45,-9999,-9999,1.808009956,143.3244695
201312112000,-68.367,38.917,3787,-9999,-9999,-175.9,-9999,-0.9,0.74,99.39,-9999,-9999,1.7,143.1343238
201312112100,-68.367,38.917,3534,-9999,-9999,-183.7,-9999,-0.6,0.69,99.43,-9999,-9999,2.188195604,140.5673545
201312112200,-68.383,38.9,3351,-9999,-9999,-190.7,-9999,-0.8,0.63,99.32,-9999,-9999,2.240200884,179.2379779
201312112300,-68.383,38.9,3282,-9999,-9999,-191.6,-9999,-0.9,0.62,99.25,-9999,-9999,2.490180716,362.4901807
201312120000,-68.383,38.883,3242,-9999,-9999,-192.7,-9999,-0.8,0.59,99.08,-9999,-9999,1.126987134,361.1269871
201312120100,-68.383,38.875,3397,-9999,-9999,-185,-9999,-0.8,0.61,99.14,-9999,-9999,2.924944444,362.9249444
201312120200,-68.4,38.867,3149,-9999,-9999,-195.2,-9999,-0.2,0.57,99.07,-9999,-9999,1.344693274,361.3446933
201312120300,-68.4,38.867,3178,-9999,-9999,-199.2,-9999,-0.1,0.56,99.04,-9999,-9999,2.024178846,362.0241788
201312120400,-68.4,38.85,3460,-9999,-9999,-195.6,-9999,-0.5,0.58,98.97,-9999,-9999,3.453534421,363.4535344
201312120500,-68.4,38.85,3536,-9999,-9999,-190.7,-9999,0.1,0.59,98.88,-9999,-9999,3.896665241,363.8966652
201312120600,-68.4,38.85,3338,-9999,-9999,-194.1,-9999,0.3,0.58,98.9,-9999,-9999,3.311585723,363.3115857
201312120700,-68.417,38.833,3563,-9999,-9999,-189.6,-9999,1.1,0.54,98.85,-9999,-9999,4.385076966,364.385077
201312120800,-68.417,38.833,3733,-9999,-9999,-187.3,-9999,1.7,0.57,98.77,-9999,-9999,4.292528392,364.2925284
201312120900,-68.417,38.817,3767,-9999,-9999,-188.7,-9999,-9999,0.65,98.79,-9999,-9999,5.277442562,365.2774426
201312121000,-68.417,38.8,3760,-9999,-9999,-190.2,-9999,3,0.54,98.76,-9999,-9999,5.028091089,365.0280911
201312121100,-68.433,38.8,3985,-9999,-9999,-187.2,-9999,2.2,0.58,98.68,-9999,-9999,4.898295622,364.8982956
201312121200,-68.425,38.8,4006,-9999,-9999,-186.2,-9999,2.8,0.58,98.61,-9999,-9999,5.889422722,365.8894227
201312121300,-68.433,38.8,3961,-9999,-9999,-180.2,-9999,1.9,0.61,98.57,-9999,-9999,5.82879919,365.8287992
201312121400,-68.433,38.783,3941,-9999,-9999,-173.8,-9999,2.1,0.59,98.44,-9999,-9999,5.853417805,365.8534178
201312121500,-68.433,38.783,3938,-9999,-9999,-172.8,-9999,1.5,0.58,98.5,-9999,-9999,5.476093498,365.4760935
201312121600,-68.433,38.783,3966,-9999,-9999,-174,-9999,1,0.62,98.4,-9999,-9999,4.425494323,364.4254943
201312121700,-68.433,38.783,3990,-9999,-9999,-179.7,-9999,1,0.64,98.34,-9999,-9999,4.170431632,364.1704316
201312121800,-68.433,38.783,4038,-9999,-9999,-188.8,-9999,0.4,0.68,98.31,-9999,-9999,4.174326293,364.1743263
201312121900,-68.433,38.783,4300,-9999,-9999,-191.6,-9999,-0.4,0.72,98.37,-9999,-9999,4.444164713,364.4441647
201312122000,-68.433,38.783,4484,-9999,-9999,-192.1,-9999,-0.1,0.75,98.34,-9999,-9999,4.349678149,364.3496781
201312122100,-68.45,38.767,4478,-9999,-9999,-190.9,-9999,-0.4,0.77,98.31,-9999,-9999,4.352217825,364.3522178
201312122200,-68.6,38.675,4405,-9999,-9999,-195.5,-9999,-1.5,0.79,98.27,-9999,-9999,4.98001004,364.98001
201312122300,-68.8,38.825,4336,-9999,-9999,-198.1,-9999,-2.1,0.8,98.25,-9999,-9999,4.085682318,364.0856823
201312130000,-68.967,39.017,4351,-9999,-9999,-197.7,-9999,-1.8,0.78,98.27,-9999,-9999,2.672676561,362.6726766
201312130100,-69,39.083,4583,-9999,-9999,-194.4,-9999,-1.1,0.76,98.22,-9999,-9999,1.123788236,361.1237882
201312130200,-68.983,39.083,4827,-9999,-9999,-187.9,-9999,-1.2,0.73,98.17,-9999,-9999,0.411825206,360.4118252
201312130300,-68.983,39.05,5069,-9999,-9999,-188.2,-9999,-0.8,0.73,98.15,-9999,-9999,1.510297984,361.510298
201312130400,-69,39.083,5182,-9999,-9999,-193.8,-9999,-0.1,0.7,98.1,-9999,-9999,0.351140997,360.351141
201312130500,-69,39.083,4718,-9999,-9999,-203.4,-9999,0.6,0.67,98.13,-9999,-9999,0.222036033,360.222036
201312130600,-69,39.083,4147,-9999,-9999,-204.5,-9999,1.4,0.65,98.13,-9999,-9999,0.926120942,360.9261209
201312130700,-69,39.083,4176,-9999,-9999,-196.5,-9999,2.1,0.65,98.1,-9999,-9999,1.030776406,361.0307764
201312130800,-69,39.083,3965,-9999,-9999,-198.6,-9999,2.5,0.62,98.08,-9999,-9999,1.25,361.25
201312130900,-69,39.083,3991,-9999,-9999,-202.6,-9999,3,0.58,98.09,-9999,-9999,1.203536456,361.2035365
201312131000,-69,39.083,3926,-9999,-9999,-203.6,-9999,4.3,0.55,98.07,-9999,-9999,2.099761891,362.0997619
201312131100,-69,39.083,4109,-9999,-9999,-200.8,-9999,3.3,0.56,97.97,-9999,-9999,2.873081969,362.873082
201312131200,-68.983,39.1,4181,-9999,-9999,-196.8,-9999,2.8,0.59,98.04,-9999,-9999,2.845083479,362.8450835
201312131300,-68.983,39.1,4016,-9999,-9999,-197.4,-9999,2.5,0.55,98.03,-9999,-9999,1.059056184,361.0590562
201312131400,-68.983,39.1,4052,-9999,-9999,-197.6,-9999,3.5,0.54,97.96,-9999,-9999,0.91760558,360.9176056
201312131500,-68.983,39.1,4154,-9999,-9999,-195.2,-9999,2.2,0.58,98.07,-9999,-9999,0.592114854,360.5921149
201312131600,-68.983,39.1,3936,-9999,-9999,-202.9,-9999,1.9,0.58,98.07,-9999,-9999,1.40014285,361.4001428
201312131700,-68.983,39.1,3906,-9999,-9999,-206.5,-9999,1,0.62,98.2,-9999,-9999,1.514496616,361.5144966
201312131800,-68.983,39.1,4104,-9999,-9999,-214,-9999,0.6,0.66,98.14,-9999,-9999,1.492548157,361.4925482
201312131900,-68.983,39.1,4237,-9999,-9999,-219.5,-9999,0.4,0.72,98.31,-9999,-9999,2.312098614,362.3120986
201312132000,-68.983,39.1,4206,-9999,-9999,-220.8,-9999,0.8,0.71,98.38,-9999,-9999,2.487086649,362.4870866
201312132100,-68.983,39.1,4362,-9999,-9999,-225.6,-9999,0.3,0.73,98.45,-9999,-9999,2.838097955,362.838098
201312132200,-68.983,39.1,4414,-9999,-9999,-229.4,-9999,-0.1,0.71,98.47,-9999,-9999,3.345235418,363.3452354
201312132300,-68.983,39.1,4335,-9999,-9999,-226.1,-9999,-0.1,0.75,98.54,-9999,-9999,2.99848295,362.9984829
201312140000,-68.983,39.1,4152,-9999,-9999,-221.9,-9999,-0.2,0.74,98.55,-9999,-9999,3.045915298,363.0459153
201312140100,-68.983,39.1,4214,-9999,-9999,-219.8,-9999,-0.4,0.7,98.61,-9999,-9999,2.385372088,362.3853721
201312140200,-68.983,39.1,4436,-9999,-9999,-216.7,-9999,-0.5,0.71,98.65,-9999,-9999,1.649848478,361.6498485
201312140300,-68.983,39.1,4804,-9999,-9999,-215.1,-9999,0.2,0.72,98.71,-9999,-9999,2.595380512,362.5953805
201312140400,-68.983,39.1,-9999,-9999,-9999,-9999,-9999,2.1,0.71,98.88,-9999,-9999,2.624137954,362.624138
201312140500,-68.983,39.1,-9999,-9999,-9999,-9999,-9999,1.8,0.67,98.84,-9999,-9999,4.683182678,364.6831827
201312140600,-68.983,39.1,4554,-27.1,-9999,-206.9,-9999,2.1,0.7,98.98,-9999,-9999,6.171166826,366.1711668
201312140700,-68.983,39.1,4650,-26.96,-9999,-204.5,-9999,2,0.68,98.94,-9999,-9999,7.516628233,367.5166282
201312140800,-68.983,39.1,4525,-25.68,-9999,-199.3,-9999,1.9,0.67,98.94,-9999,-9999,7.494864909,367.4948649
201312140900,-68.983,39.1,4600,-25.64,-9999,-197.9,-9999,2,0.67,98.97,-9999,-9999,7.156605341,367.1566053
