%TIMESTAMP,Latitude ,Longitude ,Q,Delta_18O,Delta_18O_std,Delta_D,Delta_D_std,Ta,RH,P,Pricipitation,Rn,U,WD
201402280000,-62.633,92.642,3492,-18.12,-9999,-123.9,-9999,-0.6,0.62,98.27,-9999,-9999,6.110450065,46.06227018
201402280100,-62.617,93.067,3435,-18.3,-9999,-126.2,-9999,-0.9,0.64,98.24,-9999,-9999,5.377220472,41.45778721
201402280200,-62.583,93.492,3305,-18.52,-9999,-130.2,-9999,-0.8,0.63,98.24,-9999,-9999,4.642467017,41.07103574
201402280300,-62.567,93.917,3212,-18.98,-9999,-132.8,-9999,-0.6,0.62,98.24,-9999,-9999,3.766497046,34.07078846
201402280400,-62.55,94.333,3233,-19,-9999,-133.3,-9999,-0.8,0.6,98.24,-9999,-9999,2.791648259,25.00523195
201402280500,-62.533,94.75,3185,-19.32,-9999,-138.3,-9999,-0.5,0.59,98.11,-9999,-9999,2.028718808,23.53304261
201402280600,-62.517,95.167,3110,-20.1,-9999,-145.8,-9999,-0.4,0.57,98.19,-9999,-9999,1.08853112,38.66094846
201402280700,-62.5,95.583,3103,-20.6,-9999,-151.6,-9999,-0.6,0.56,98.21,-9999,-9999,2.44730464,24.89033524
201402280800,-62.467,95.992,3131,-20.32,-9999,-149.2,-9999,-0.4,0.57,98.2,-9999,-9999,3.194056981,19.00277567
201402280900,-62.45,96.4,3004,-20.88,-9999,-153.1,-9999,-0.3,0.58,98.2,-9999,-9999,2.517339866,362.5173399
201402281000,-62.417,96.8,-9999,-9999,-9999,-9999,-9999,-0.7,0.54,98.21,-9999,-9999,2.204450045,362.20445
201402281100,-62.4,97.217,2879,-22.35,-9999,-158.4,-9999,-1.1,0.54,98.21,-9999,-9999,2.30633909,21.89431886
201402281200,-62.383,97.633,3018,-20.67,-9999,-146.3,-9999,-0.3,0.54,98.17,-9999,-9999,2.206377121,362.2063771
201402281300,-62.383,98.05,3222,-19.12,-9999,-135.1,-9999,-0.5,0.57,98.15,-9999,-9999,2.418532613,362.4185326
201402281400,-62.367,98.467,3209,-19.52,-9999,-137.7,-9999,-0.2,0.56,98.1,-9999,-9999,3.230061919,363.2300619
201402281500,-62.333,98.892,3372,-21.42,-9999,-151.3,-9999,-0.2,0.56,98.12,-9999,-9999,3.58314108,363.5831411
201402281600,-62.3,99.3,4046,-20.54,-9999,-146.3,-9999,-0.1,0.61,98.1,-9999,-9999,4.462163153,364.4621632
201402281700,-62.283,99.717,4500,-21.36,-9999,-154.9,-9999,-0.2,0.74,98.02,-9999,-9999,7.047701753,367.0477018
201402281800,-62.283,100.117,4483,-22.7,-9999,-165.2,-9999,-0.3,0.78,98.03,-9999,-9999,6.058919046,366.058919
201402281900,-62.267,100.533,4427,-22.94,-9999,-167.8,-9999,-0.2,0.75,98,-9999,-9999,6.229839484,366.2298395
201402282000,-62.233,100.95,4219,-23.04,-9999,-169.8,-9999,-0.3,0.73,98.03,-9999,-9999,6.595399912,366.5953999
201402282100,-62.2,101.367,4175,-22.62,-9999,-167.2,-9999,-1.5,0.78,98.09,-9999,-9999,7.231465965,367.231466
201402282200,-62.167,101.767,4127,-23.1,-9999,-171.3,-9999,-0.2,0.72,98.04,-9999,-9999,7.64563274,367.6456327
201402282300,-62.133,102.167,3985,-22.1,-9999,-163.8,-9999,-0.1,0.7,98.01,-9999,-9999,8.23786987,368.2378699
201403010000,-62.117,102.467,4056,-20.92,-9999,-152.6,-9999,-0.2,0.71,98.09,-9999,-9999,7.633695042,367.633695
201403010100,-62.117,102.767,3882,-21.66,-9999,-155.5,-9999,-0.1,0.7,98.03,-9999,-9999,6.703909307,366.7039093
201403010200,-62.1,103.083,3705,-22.72,-9999,-162.4,-9999,0.1,0.67,98.04,-9999,-9999,6.405903527,366.4059035
201403010300,-62.083,103.4,3734,-22.52,-9999,-162.8,-9999,0.1,0.66,98.01,-9999,-9999,7.015703814,367.0157038
201403010400,-62.05,103.717,3854,-21.98,-9999,-159,-9999,0.2,0.66,97.96,-9999,-9999,7.138627319,367.1386273
201403010500,-62.05,104.033,3874,-22.1,-9999,-158.9,-9999,0.2,0.66,97.93,-9999,-9999,6.80015441,366.8001544
201403010600,-62.033,104.333,3884,-22.4,-9999,-160.6,-9999,0.3,0.66,97.99,-9999,-9999,7.142268547,367.1422685
201403010700,-62,104.65,4033,-22.12,-9999,-159.9,-9999,0.2,0.67,97.85,-9999,-9999,6.864196967,366.864197
201403010800,-61.983,104.958,3916,-23.75,-9999,-173,-9999,0.9,0.65,97.88,-9999,-9999,7.189360194,367.1893602
201403010900,-61.967,105.267,3989,-23.26,-9999,-169.2,-9999,1,0.64,97.8,-9999,-9999,7.728757986,367.728758
201403011000,-61.95,105.567,4143,-22.4,-9999,-163.2,-9999,0.8,0.66,97.77,-9999,-9999,8.394432679,368.3944327
201403011100,-61.933,105.883,4106,-22.86,-9999,-166,-9999,0.8,0.66,97.73,-9999,-9999,8.911621626,368.9116216
201403011200,-61.917,106.192,4185,-22.14,-9999,-160.8,-9999,0.7,0.68,97.58,-9999,-9999,9.206655202,369.2066552
201403011300,-61.9,106.5,4241,-21.74,-9999,-158.5,-9999,0.6,0.69,97.49,-9999,-9999,9.788687348,369.7886873
201403011400,-61.883,106.808,4293,-21.52,-9999,-157.6,-9999,0.5,0.7,97.39,-9999,-9999,10.53748072,370.5374807
201403011500,-61.883,107.133,4434,-21.04,-9999,-154.7,-9999,0.3,0.71,97.28,-9999,-9999,10.76822177,370.7682218
201403011600,-61.867,107.442,4614,-20.38,-9999,-150.7,-9999,0.3,0.74,97.16,-9999,-9999,11.50819273,371.5081927
201403011700,-61.833,107.758,4741,-19.9,-9999,-145.5,-9999,0.2,0.76,97.01,-9999,-9999,12.60658955,372.6065895
201403011800,-61.817,108.058,4843,-19.84,-9999,-146.5,-9999,0,0.76,96.97,-9999,-9999,12.98490277,372.9849028
201403011900,-61.8,108.367,5035,-18.86,-9999,-141.4,-9999,0.1,0.78,96.93,-9999,-9999,13.68740297,373.687403
201403012000,-61.783,108.658,5213,-18.14,-9999,-137.6,-9999,0.2,0.81,96.61,-9999,-9999,13.95285275,373.9528528
201403012100,-61.767,108.95,5372,-17.5,-9999,-133.4,-9999,0.6,0.82,96.51,-9999,-9999,13.87501712,373.8750171
201403012200,-61.75,109.242,5529,-16.9,-9999,-128.9,-9999,0.5,0.83,96.39,-9999,-9999,13.87732323,373.8773232
201403012300,-61.733,109.55,5730,-16.6,-9999,-127.7,-9999,0.9,0.83,96.28,-9999,-9999,13.51835789,373.5183579
201403020000,-61.7,109.875,5813,-15.92,-9999,-124.4,-9999,1,0.86,96.2,-9999,-9999,14.54423941,374.5442394
201403020100,-61.717,110.142,5918,-15.88,-9999,-124.7,-9999,1.1,0.86,96.05,-9999,-9999,12.85441558,372.8544156
201403020200,-61.683,110.483,6029,-16.22,-9999,-127.9,-9999,1.2,0.87,95.96,-9999,-9999,12.4182527,372.4182527
201403020300,-61.683,110.8,6137,-17.15,-9999,-136,-9999,1.2,0.89,95.86,-9999,-9999,11.28401081,371.2840108
201403020400,-61.667,111.117,6294,-17.98,-9999,-143.5,-9999,1.5,0.89,95.8,-9999,-9999,11.0212159,371.0212159
201403020500,-61.65,111.417,6452,-16.98,-9999,-135.9,-9999,1.7,0.89,95.73,-9999,-9999,10.85552855,370.8555285
201403020600,-61.683,111.742,6455,-16.18,-9999,-129.4,-9999,1.9,0.88,95.64,-9999,-9999,10.53581036,370.5358104
201403020700,-61.7,112.083,6538,-15.12,-9999,-121.6,-9999,2.1,0.88,95.56,-9999,-9999,9.844231814,369.8442318
201403020800,-61.733,112.425,6600,-14.28,-9999,-116.6,-9999,2.2,0.9,95.54,-9999,-9999,9.228748561,369.2287486
201403020900,-61.75,112.767,6666,-14.04,-9999,-115.3,-9999,2.3,0.91,95.38,-9999,-9999,8.12589072,368.1258907
201403021000,-61.767,113.125,6692,-14.52,-9999,-119.6,-9999,2.4,0.91,95.56,-9999,-9999,7.342765147,367.3427651
201403021100,-61.783,113.483,6693,-14.53,-9999,-119.7,-9999,2.5,0.91,95.68,-9999,-9999,6.697469671,366.6974697
201403021200,-61.8,113.833,-9999,-9999,-9999,-9999,-9999,2.6,0.91,95.62,-9999,-9999,6.29622903,2.548920017
201403021300,-61.817,114.183,6650,-13.68,-9999,-113.4,-9999,2.6,0.91,95.59,-9999,-9999,5.905878427,6.318951116
201403021400,-61.833,114.533,6672,-13.3,-9999,-110.7,-9999,2.5,0.92,95.62,-9999,-9999,6.031160751,17.56422953
201403021500,-61.867,114.892,6693,-13.24,-9999,-110.3,-9999,2.6,0.92,95.64,-9999,-9999,5.642410832,19.46313963
201403021600,-61.883,115.258,6657,-13.42,-9999,-111.2,-9999,2.4,0.94,95.66,-9999,-9999,5.681197057,27.91906654
201403021700,-61.9,115.625,6618,-13.84,-9999,-114.2,-9999,2.3,0.93,95.66,-9999,-9999,6.220008039,36.9631031
201403021800,-61.9,116,6490,-14.94,-9999,-121.3,-9999,2.2,0.93,95.74,-9999,-9999,6.576093065,45.0013272
201403021900,-61.933,116.392,6454,-15,-9999,-121.3,-9999,2.1,0.92,95.75,-9999,-9999,6.838018719,45.53458712
201403022000,-61.967,116.783,6419,-15.5,-9999,-124.8,-9999,1.9,0.91,95.77,-9999,-9999,6.692092348,51.12776073
201403022100,-61.967,117.175,6589,-14.3,-9999,-117,-9999,2.1,0.92,95.83,-9999,-9999,6.128833494,42.62081688
201403022200,-61.967,117.567,6730,-13.74,-9999,-113,-9999,2.6,0.92,95.89,-9999,-9999,5.673878744,38.3455238
201403022300,-61.967,117.95,6563,-16.36,-9999,-130.8,-9999,2.3,0.93,96.04,-9999,-9999,5.234739726,35.90772517
201403030000,-62.017,118.317,6689,-18.1,-9999,-144.8,-9999,1.9,0.92,96.04,-9999,-9999,5.753781365,57.63743107
201403030100,-62.05,118.7,7071,-17.68,-9999,-142,-9999,2.6,0.92,96.13,-9999,-9999,5.431620384,68.39648994
201403030200,-62.017,119.092,7148,-17.06,-9999,-138.6,-9999,3.2,0.92,96.13,-9999,-9999,5.630177617,82.34726157
201403030300,-62.042,119.475,7384,-16.05,-9999,-130.8,-9999,3.3,0.91,96.21,-9999,-9999,6.386587508,92.60529337
201403030400,-62.067,119.833,7200,-15.3,-9999,-124.7,-9999,3.6,0.91,96.34,-9999,-9999,7.430915152,101.5699937
201403030500,-62.033,120.192,7391,-15.16,-9999,-123.8,-9999,3.9,0.9,96.33,-9999,-9999,6.604256203,103.9341018
201403030600,-62.083,120.583,7552,-14.5,-9999,-117,-9999,4.1,0.87,96.45,-9999,-9999,7.569048817,107.2171989
201403030700,-62.15,120.967,7419,-14.42,-9999,-115.2,-9999,4.2,0.87,96.45,-9999,-9999,7.384747795,114.3124826
201403030800,-62.183,121.35,7075,-14.4,-9999,-115.9,-9999,4,0.86,96.48,-9999,-9999,8.14278822,121.1362716
201403030900,-62.133,121.733,7012,-14.84,-9999,-118.9,-9999,3.5,0.89,96.61,-9999,-9999,7.716586033,128.8491435
201403031000,-62.167,122.142,6981,-15.94,-9999,-126.7,-9999,3.4,0.89,96.73,-9999,-9999,7.834743136,135.0039816
201403031100,-62.2,122.542,6889,-16.06,-9999,-128.8,-9999,3.2,0.9,96.83,-9999,-9999,8.556880273,141.6476294
201403031200,-62.25,122.892,6762,-17.46,-9999,-138.1,-9999,3,0.88,96.89,-9999,-9999,9.211568813,144.1918117
201403031300,-62.15,123.167,6754,-18.84,-9999,-149.7,-9999,2.9,0.88,96.95,-9999,-9999,9.260199782,148.2023029
201403031400,-62.167,123.517,6772,-18.72,-9999,-149,-9999,2.9,0.89,97.06,-9999,-9999,9.673039853,151.0016278
201403031500,-62.217,123.9,6845,-17.84,-9999,-143,-9999,3.2,0.88,97.14,-9999,-9999,10.67843622,150.6788412
201403031600,-62.167,124.283,6846,-17.54,-9999,-140.1,-9999,3.2,0.88,97.25,-9999,-9999,10.37834765,151.2662274
201403031700,-62.167,124.658,6900,-17.34,-9999,-137.3,-9999,3.2,0.88,97.31,-9999,-9999,10.3687222,156.1094427
201403031800,-62.2,125.083,7030,-17.02,-9999,-135,-9999,3.2,0.86,97.41,-9999,-9999,10.57537706,158.0724634
201403031900,-62.233,125.517,7042,-16.55,-9999,-128.7,-9999,3.5,0.84,97.56,-9999,-9999,10.66758173,162.4360921
201403032000,-62.267,125.967,6854,-16.85,-9999,-131.2,-9999,3.2,0.86,97.63,-9999,-9999,11.55935119,169.0838897
201403032100,-62.283,126.408,6888,-16.94,-9999,-132.2,-9999,3.5,0.85,97.74,-9999,-9999,11.00409469,172.1179695
201403032200,-62.317,126.833,6863,-16.72,-9999,-130.7,-9999,3.7,0.84,97.89,-9999,-9999,11.12615387,178.0995314
201403032300,-62.35,127.25,6944,-16.12,-9999,-123.8,-9999,3.9,0.83,98.04,-9999,-9999,11.07269163,177.2616881
201403040000,-62.367,127.667,6916,-15.4,-9999,-118.5,-9999,4,0.82,98.13,-9999,-9999,10.68054306,370.6805431
201403040100,-62.367,128.075,6849,-13.64,-9999,-107,-9999,3.9,0.8,98.2,-9999,-9999,10.27288178,370.2728818
201403040200,-62.4,128.483,6765,-13.02,-9999,-103,-9999,4.2,0.81,98.4,-9999,-9999,9.42381027,369.4238103
201403040300,-62.433,128.883,6691,-12.98,-9999,-102.6,-9999,4.3,0.8,98.34,-9999,-9999,8.45683747,368.4568375
201403040400,-62.45,129.292,6878,-13.03,-9999,-103.6,-9999,4,0.81,98.37,-9999,-9999,7.216100055,367.2161001
201403040500,-62.483,129.717,6547,-15.52,-9999,-119.7,-9999,3.8,0.84,98.36,-9999,-9999,5.993905238,365.9939052
201403040600,-62.5,130.025,6603,-17.38,-9999,-135.1,-9999,3.2,0.84,98.37,-9999,-9999,4.170767315,364.1707673
201403040700,-62.533,130.467,6529,-17.95,-9999,-139.4,-9999,3.4,0.86,98.34,-9999,-9999,6.781393662,366.7813937
201403040800,-62.55,130.9,6685,-18.14,-9999,-140,-9999,3.2,0.88,98.34,-9999,-9999,8.846807334,368.8468073
201403040900,-62.583,131.333,6715,-18.66,-9999,-144.5,-9999,3.1,0.89,98.32,-9999,-9999,9.59263259,369.5926326
201403041000,-62.617,131.758,6534,-18.26,-9999,-142.8,-9999,3,0.89,98.42,-9999,-9999,9.336278702,369.3362787
201403041100,-62.633,132.183,6532,-18.76,-9999,-145.8,-9999,2.8,0.88,98.45,-9999,-9999,10.11914028,370.1191403
201403041200,-62.667,132.617,6322,-20.5,-9999,-158.5,-9999,2.7,0.9,98.43,-9999,-9999,10.9573035,370.9573035
201403041300,-62.7,133.033,6384,-20.6,-9999,-160.4,-9999,2.2,0.89,98.38,-9999,-9999,11.10816366,371.1081637
201403041400,-62.717,133.45,6264,-22.3,-9999,-172.7,-9999,2.2,0.9,98.38,-9999,-9999,10.89047749,370.8904775
201403041500,-62.75,133.85,6315,-22.64,-9999,-176.6,-9999,2.1,0.9,98.37,-9999,-9999,12.11156472,372.1115647
201403041600,-62.767,134.25,6361,-21.74,-9999,-169.3,-9999,2.4,0.89,98.3,-9999,-9999,12.77742149,372.7774215
201403041700,-62.8,134.65,6316,-18.78,-9999,-145.8,-9999,2.4,0.89,98.28,-9999,-9999,12.71882463,372.7188246
201403041800,-62.817,135.05,6220,-17.26,-9999,-133.4,-9999,2.2,0.88,98.27,-9999,-9999,13.1501635,373.1501635
201403041900,-62.833,135.45,6004,-15.56,-9999,-120.7,-9999,2.3,0.87,98.25,-9999,-9999,13.66669675,373.6666967
201403042000,-62.867,135.842,5732,-15.06,-9999,-115.5,-9999,1.8,0.9,98.24,-9999,-9999,13.83285943,373.8328594
201403042100,-62.883,136.233,5544,-15.06,-9999,-114.3,-9999,1.3,0.85,98.21,-9999,-9999,14.23469353,374.2346935
201403042200,-62.917,136.592,5467,-14.96,-9999,-113.5,-9999,1,0.86,98.21,-9999,-9999,14.24163614,374.2416361
201403042300,-62.95,136.967,5463,-15.24,-9999,-114.2,-9999,1,0.86,98.18,-9999,-9999,13.56426187,373.5642619
201403050000,-62.967,137.358,5346,-15.56,-9999,-117.3,-9999,1.1,0.85,98.17,-9999,-9999,13.38656416,373.3865642
201403050100,-62.983,137.75,5207,-15.53,-9999,-117.6,-9999,0.8,0.85,98.17,-9999,-9999,12.2397263,372.2397263
201403050200,-63.017,138.125,5074,-15.72,-9999,-119.2,-9999,0.4,0.85,98.11,-9999,-9999,11.42131779,371.4213178
201403050300,-63.033,138.517,4978,-15.9,-9999,-119.7,-9999,0.1,0.85,98.08,-9999,-9999,10.71664593,370.7166459
201403050400,-63.067,138.908,4875,-16.27,-9999,-121.3,-9999,-0.1,0.84,98.07,-9999,-9999,9.824118281,369.8241183
201403050500,-63.05,139.3,4773,-16.64,-9999,-123.2,-9999,-0.1,0.86,98.06,-9999,-9999,6.95940371,366.9594037
201403050600,-63.017,139.708,4647,-17.22,-9999,-126.4,-9999,-0.4,0.83,98.02,-9999,-9999,6.575606436,366.5756064
201403050700,-63.033,140.125,4465,-17.84,-9999,-129.7,-9999,-0.8,0.84,97.99,-9999,-9999,6.060132012,0.378195625
201403050800,-63.05,140.533,4271,-18.43,-9999,-133.2,-9999,-1.1,0.81,97.95,-9999,-9999,5.699587704,5.840800987
201403050900,-63.075,140.933,4157,-18.76,-9999,-136.1,-9999,-1.3,0.81,97.96,-9999,-9999,5.536966679,27.30631001
201403051000,-63.1,141.35,3970,-18.94,-9999,-135.5,-9999,-1.6,0.8,97.96,-9999,-9999,6.328617543,35.22298259
201403051100,-63.15,141.775,3717,-18.66,-9999,-130.7,-9999,-2.1,0.79,97.94,-9999,-9999,6.090402286,37.52954767
201403051200,-63.167,142.192,3353,-18.86,-9999,-130.7,-9999,-2.7,0.76,97.89,-9999,-9999,5.649787607,45.07303864
201403051300,-63.2,142.617,3184,-18.84,-9999,-130.8,-9999,-3.1,0.74,97.86,-9999,-9999,6.005239379,51.96755718
201403051400,-63.25,143.042,3103,-18.96,-9999,-132.1,-9999,-2.9,0.72,97.83,-9999,-9999,6.275388434,50.75705818
201403051500,-63.267,143.475,3008,-18.94,-9999,-131,-9999,-3.1,0.72,97.74,-9999,-9999,5.932301408,47.73421565
201403051600,-63.3,143.892,3013,-18.76,-9999,-128.7,-9999,-3.6,0.68,97.69,-9999,-9999,6.351322697,56.2365311
201403051700,-63.333,144.325,3035,-18.52,-9999,-129.1,-9999,-3.7,0.7,97.65,-9999,-9999,7.171554922,68.23027435
201403051800,-63.367,144.758,2962,-18.68,-9999,-131.1,-9999,-3.2,0.68,97.66,-9999,-9999,6.409625574,62.39734258
201403051900,-63.4,145.208,2894,-18.9,-9999,-132.3,-9999,-3.5,0.67,97.62,-9999,-9999,6.322633945,66.31550026
201403052000,-63.433,145.6,2912,-18.8,-9999,-131.9,-9999,-3.2,0.65,97.59,-9999,-9999,6.230778443,76.16672686
201403052100,-63.467,145.967,3056,-18.74,-9999,-128.6,-9999,-2.9,0.64,97.58,-9999,-9999,5.386770832,87.12954133
201403052200,-63.5,146.35,3234,-18.46,-9999,-124,-9999,-2.8,0.65,97.58,-9999,-9999,6.272734651,84.14646811
201403052300,-63.517,146.683,3409,-18.24,-9999,-120.2,-9999,-2.6,0.64,97.61,-9999,-9999,5.756048992,101.5276629
201403060000,-63.55,147.025,3265,-18.73,-9999,-124.4,-9999,-1.8,0.63,97.6,-9999,-9999,6.212133289,109.6632625
201403060100,-63.583,147.358,3435,-18.7,-9999,-123.9,-9999,-0.9,0.62,97.36,-9999,-9999,6.189547641,111.2202345
201403060200,-63.617,147.7,3611,-18.2,-9999,-121.3,-9999,-0.6,0.62,97.3,-9999,-9999,5.183136116,107.9836921
201403060300,-63.633,148.05,3435,-19.23,-9999,-130.3,-9999,-0.2,0.61,97.45,-9999,-9999,4.440833255,112.9308609
201403060400,-63.65,148.392,3597,-19.05,-9999,-131.5,-9999,0.7,0.59,97.43,-9999,-9999,3.241681662,109.2765866
201403060500,-63.65,148.567,3691,-19.04,-9999,-130.5,-9999,-0.4,0.64,97.42,-9999,-9999,1.628649747,144.7528634
201403060600,-63.667,148.583,3786,-18.86,-9999,-130.7,-9999,0.4,0.63,97.51,-9999,-9999,1.42,180.0053088
201403060700,-63.667,148.583,3895,-18.62,-9999,-130,-9999,0.6,0.62,97.53,-9999,-9999,3.16622804,363.166228
201403060800,-63.667,148.583,4003,-18.4,-9999,-130.6,-9999,0.9,0.65,97.5,-9999,-9999,5.306985962,365.306986
201403060900,-63.55,148.65,4282,-18.28,-9999,-129,-9999,0.1,0.7,97.45,-9999,-9999,6.647540899,366.6475409
201403061000,-63.433,148.733,4833,-17.14,-9999,-128.4,-9999,0,0.76,97.3,-9999,-9999,6.667953209,366.6679532
201403061100,-63.317,148.875,5235,-15.84,-9999,-120.3,-9999,0.6,0.79,97.34,-9999,-9999,7.56624081,367.5662408
201403061200,-63.2,149.017,5591,-15.68,-9999,-119.8,-9999,0.9,0.81,97.33,-9999,-9999,7.73031694,367.7303169
201403061300,-63.083,149.033,5938,-16.24,-9999,-126.9,-9999,1.8,0.82,97.34,-9999,-9999,9.794615868,369.7946159
201403061400,-62.95,149.033,6399,-15.58,-9999,-122.9,-9999,2,0.86,97.29,-9999,-9999,12.27701104,137.9093191
201403061500,-62.833,149.05,-9999,-9999,-9999,-9999,-9999,2.8,0.86,97.35,-9999,-9999,13.16374187,131.9555168
201403061600,-62.717,149.1,6619,-13.58,-9999,-109.2,-9999,3.2,0.83,97.43,-9999,-9999,11.84119082,139.2506116
201403061700,-62.608,149.067,6655,-13.48,-9999,-107.4,-9999,3.1,0.85,97.44,-9999,-9999,11.81661542,149.4896957
201403061800,-62.5,149.067,6599,-14.16,-9999,-111.6,-9999,3,0.87,97.45,-9999,-9999,11.39610899,151.0328663
201403061900,-62.383,149.133,6763,-13.58,-9999,-106.6,-9999,3.1,0.86,97.47,-9999,-9999,10.86317173,157.1453963
201403062000,-62.267,149.15,6832,-14.12,-9999,-110.5,-9999,3.4,0.87,97.46,-9999,-9999,12.05488283,161.1790211
201403062100,-62.15,149.15,6976,-13.4,-9999,-107.3,-9999,3.3,0.87,97.55,-9999,-9999,12.43102972,161.8176033
201403062200,-62.017,149.217,7004,-14.6,-9999,-115.4,-9999,3.8,0.88,97.5,-9999,-9999,13.65988287,154.4149753
201403062300,-61.883,149.283,7058,-13.96,-9999,-110.3,-9999,3.8,0.88,97.54,-9999,-9999,12.17852618,141.5721383
201403070000,-61.767,149.383,6783,-14.96,-9999,-116.2,-9999,3.9,0.86,97.61,-9999,-9999,10.99633121,135.7040445
201403070100,-61.633,149.417,7092,-13.86,-9999,-111.6,-9999,4.1,0.86,97.64,-9999,-9999,10.47802462,129.1162341
201403070200,-61.5,149.467,7349,-12.7,-9999,-102.1,-9999,4,0.86,97.73,-9999,-9999,10.42785692,119.3463082
201403070300,-61.383,149.5,6829,-14.26,-9999,-112.6,-9999,4.4,0.85,97.77,-9999,-9999,10.65717129,114.2115028
201403070400,-61.267,149.5,6798,-15.07,-9999,-118.8,-9999,4.6,0.83,97.92,-9999,-9999,8.879786033,104.6809666
201403070500,-61.15,149.517,6684,-15.42,-9999,-120.9,-9999,4.3,0.84,97.97,-9999,-9999,9.237017917,87.76899906
201403070600,-61.017,149.533,6387,-16.16,-9999,-124.6,-9999,4.5,0.83,98.13,-9999,-9999,9.359813032,75.46118651
201403070700,-60.9,149.567,6448,-15.22,-9999,-119.7,-9999,4.6,0.78,98.2,-9999,-9999,8.69046604,90.59604772
201403070800,-60.783,149.6,6652,-14.98,-9999,-116.3,-9999,4,0.83,98.33,-9999,-9999,8.970200667,89.61939946
201403070900,-60.65,149.7,6388,-15.2,-9999,-116.7,-9999,4.1,0.82,98.47,-9999,-9999,10.01071925,89.31580456
201403071000,-60.517,149.742,6410,-14.96,-9999,-116.3,-9999,4.2,0.79,98.6,-9999,-9999,10.08339724,94.66733878
201403071100,-60.417,149.717,6658,-14.76,-9999,-116.4,-9999,4.2,0.81,98.74,-9999,-9999,11.07706188,84.71909387
201403071200,-60.283,149.75,6652,-14.46,-9999,-111.5,-9999,4.1,0.81,98.83,-9999,-9999,10.07414513,83.04673785
201403071300,-60.183,149.783,6598,-14.26,-9999,-111,-9999,4.2,0.81,98.93,-9999,-9999,9.702494525,91.30196188
201403071400,-60.083,149.8,6507,-14.3,-9999,-111,-9999,4.3,0.81,99,-9999,-9999,9.85649532,93.3180102
201403071500,-59.967,149.817,6495,-14.1,-9999,-110.4,-9999,3.9,0.83,99.09,-9999,-9999,10.30364013,92.95123043
201403071600,-59.85,149.8,6411,-14.18,-9999,-111.2,-9999,3.9,0.83,99.15,-9999,-9999,9.380325154,87.31403325
201403071700,-59.733,149.8,6411,-14.28,-9999,-111.6,-9999,3.9,0.82,99.25,-9999,-9999,9.286980133,87.78102175
201403071800,-59.617,149.817,6418,-14.15,-9999,-110.9,-9999,3.8,0.82,99.39,-9999,-9999,8.833051568,86.88749777
201403071900,-59.5,149.867,6509,-13.64,-9999,-107.4,-9999,3.8,0.84,99.5,-9999,-9999,8.77620647,92.15764284
201403072000,-59.383,149.933,6476,-13.54,-9999,-107.9,-9999,3.9,0.83,99.59,-9999,-9999,8.101172755,95.03074903
201403072100,-59.283,150.05,6447,-13.78,-9999,-108.6,-9999,4.1,0.82,99.69,-9999,-9999,8.539531603,98.75927717
201403072200,-59.217,150.117,6834,-13.4,-9999,-105,-9999,4.1,0.81,99.78,-9999,-9999,6.419540482,111.5726675
201403072300,-59.233,150.133,6442,-13,-9999,-105.1,-9999,3.9,0.83,99.82,-9999,-9999,9.899747472,125.7970508
201403080000,-59.117,150.167,6615,-12.54,-9999,-104.9,-9999,4.1,0.83,99.84,-9999,-9999,10.76410702,130.7090717
201403080100,-59,150.167,6668,-12.34,-9999,-104.8,-9999,4,0.85,99.88,-9999,-9999,10.6121487,145.640367
201403080200,-58.883,150.117,6806,-11.97,-9999,-105.5,-9999,4.7,0.8,99.83,-9999,-9999,11.10744795,154.8006963
201403080300,-58.75,150.083,6932,-12.03,-9999,-105.4,-9999,3.8,0.88,99.78,-9999,-9999,12.00805147,156.5992754
201403080400,-58.625,150.083,7189,-12.14,-9999,-105.8,-9999,3.9,0.89,99.74,-9999,-9999,13.24202779,150.4581263
201403080500,-58.517,150.1,7379,-11.8,-9999,-103.5,-9999,4.1,0.91,99.76,-9999,-9999,14.0410719,136.5334751
201403080600,-58.4,150.15,7452,-11.66,-9999,-103.6,-9999,4.6,0.91,99.72,-9999,-9999,15.40129865,127.6177206
201403080700,-58.283,150.167,7651,-11.74,-9999,-104.4,-9999,4.6,0.92,99.81,-9999,-9999,16.01710336,127.5461813
201403080800,-58.15,150.2,7840,-11.96,-9999,-104.2,-9999,4.9,0.93,99.87,-9999,-9999,16.02401323,124.4772049
201403080900,-58.033,150.217,7973,-11.88,-9999,-104,-9999,5.2,0.93,99.93,-9999,-9999,16.04875385,124.41658
201403081000,-57.917,150.233,8039,-9999,-9999,-9999,-9999,5.2,0.94,100,-9999,-9999,16.40928091,124.4006971
201403081100,-57.8,150.267,8138,-9999,-9999,-9999,-9999,5.7,0.94,100.1,-9999,-9999,16.1619213,121.7759899
201403081200,-57.683,150.3,8374,-9999,-9999,-9999,-9999,5.6,0.94,100.09,-9999,-9999,15.36135411,128.8733121
201403081300,-57.567,150.283,8364,-9999,-9999,-9999,-9999,5.9,0.95,100.12,-9999,-9999,15.18044136,133.4024193
201403081400,-57.433,150.283,8099,-9999,-9999,-9999,-9999,5.8,0.95,100.13,-9999,-9999,16.13796765,134.1503577
201403081500,-57.317,150.3,8139,-9999,-9999,-9999,-9999,5.4,0.95,100.06,-9999,-9999,17.07802389,137.4482663
