%Latitude	Longitude	Altitude	Date	O18	H2	Air Temperature
-85.18	-88.97	1730	1990-01-01	-42.8	-339.1	-36.8
-85.22	105.82	3180	1990-01-01	-54.5	-427.8	-51.7
-85.25	166.1666667	2700	1984-01-01	-42.54	NaN	NaN
-85.53333333	105.67	3160	1990-01-01	-54.2	-422.5	-51.6
-85.88	-88.17	1850	1990-01-01	-40.6	-314.8	-39.2
-86	-105	2580	2002-01-01	NaN	-342.07	NaN
-86.2	-88.42	2000	1990-01-01	-43.6	-344.2	-40.3
-86.5	-107.99	2586	2002-01-01	-42.87	-331.11	-35.9
-86.57	-88.95	2050	1990-01-01	-45	-353.5	-41.6
-86.58333333	104.95	3150	1990-01-01	-53.7	-418.7	-51.5
-86.9	-90.32	2200	1990-01-01	-42.3	-335.7	-42.7
-87.33	104.42	3150	1990-01-01	-53.2	-415.2	-52.7
-87.58333333	-91.08333333	2380	1990-01-01	-47.6	-371.3	-45.1
-87.7	104.65	3130	1990-01-01	-53.4	-416.6	-53.5
-87.95	-91.92	2550	1990-01-01	-48.4	-378.5	-46.3
-88.03333333	104.58	3070	1990-01-01	-53.3	-415	-52.5
-88.43	104.45	3050	1990-01-01	-53.4	-413.8	-51.4
-88.63	-92.43	2650	1990-01-01	-49.3	-386.7	-49.1
-89	-92.97	2750	1990-01-01	-50.8	-394.5	-50.7
-89.14	-77.06	1239	2001-01-01	-31.61	-248.08	-26.4
-89.18	105.58	2950	1990-01-01	-51.6	-398.7	-51.5
-89.37	-91.65	2850	1990-01-01	-50.9	-395.4	-51.1
-89.53	108.2833333	2900	1990-01-01	-51.6	-403.2	-50.3
-89.88	114.37	2880	1990-01-01	-51.7	-404.7	-49.6
-90	NaN	2880	1990-01-01	-51.2	-398.3	-49.3
-90	NaN	2900	1979-01-01	-51.05	-398.89	NaN
-75.58333333	-20.56666667	30	2017-07-01	-23.607	-182.85	NaN
-75.58333333	-20.56666667	30	2017-11-01	-22.543	-176.27	NaN
-75.58333333	-20.56666667	30	2018-01-15	-14.349	-109.2	NaN
-75.58333333	-20.56666667	30	2018-08-01	-20.295	-156.73	NaN
-75.58333333	-20.56666667	30	2018-11-01	-17.05	-131.02	NaN
-75.58333333	-20.56666667	30	2018-10-01	-25.414	-198.43	NaN
-75.58333333	-20.56666667	30	2018-12-20	-16.265	-124.52	NaN
-75.58333333	-20.56666667	30	2019-01-15	-14.613	-107.28	NaN
-75.58333333	-20.56666667	30	2019-02-03	-20.91	-162.05	NaN
