%WMO Code	Latitude	Longitude	Altitude	Date	Begin of Period	End of Period	O18	H2	Precipitation	Air Temperature	Vapour Pressure
6386200	-6.18527	35.75335	1157	2016-01-15	2016-01-01	2016-01-31	-5.12	-25.3	NaN	NaN	NaN
6386200	-6.18527	35.75335	1157	2016-02-15	2016-02-01	2016-02-29	-1.25	10.5	NaN	NaN	NaN
6386200	-6.18527	35.75335	1157	2016-03-15	2016-03-01	2016-03-31	-5.43	-31.3	NaN	NaN	NaN
6386200	-6.18527	35.75335	1157	2016-04-15	2016-04-01	2016-04-30	-10.15	-69.6	NaN	NaN	NaN
6386200	-6.18527	35.75335	1157	2016-05-15	2016-05-01	2016-05-31	NaN	NaN	NaN	NaN	NaN
6386200	-6.18527	35.75335	1157	2016-06-15	2016-06-01	2016-06-30	NaN	NaN	NaN	NaN	NaN
6386200	-6.18527	35.75335	1157	2016-07-15	2016-07-01	2016-07-31	NaN	NaN	NaN	NaN	NaN
6386200	-6.18527	35.75335	1157	2016-08-15	2016-08-01	2016-08-31	NaN	NaN	NaN	NaN	NaN
6386200	-6.18527	35.75335	1157	2016-09-15	2016-09-01	2016-09-30	NaN	NaN	NaN	NaN	NaN
6386200	-6.18527	35.75335	1157	2016-10-15	2016-10-01	2016-10-31	NaN	NaN	NaN	NaN	NaN
6386200	-6.18527	35.75335	1157	2016-11-15	2016-11-01	2016-11-30	NaN	NaN	NaN	NaN	NaN
6386200	-6.18527	35.75335	1157	2016-12-15	2016-12-01	2016-12-31	NaN	NaN	NaN	NaN	NaN
6881601	-33.95833333	18.46111111	105	1995-01-15	1995-01-01	1995-01-31	NaN	NaN	NaN	NaN	NaN
6881601	-33.95833333	18.46111111	105	1995-02-15	1995-02-01	1995-02-28	NaN	NaN	NaN	NaN	NaN
6881601	-33.95833333	18.46111111	105	1995-03-15	1995-03-01	1995-03-31	NaN	NaN	NaN	NaN	NaN
6881601	-33.95833333	18.46111111	105	1995-04-15	1995-04-01	1995-04-30	NaN	NaN	NaN	NaN	NaN
6881601	-33.95833333	18.46111111	105	1995-05-15	1995-05-01	1995-05-31	NaN	NaN	NaN	NaN	NaN
6881601	-33.95833333	18.46111111	105	1995-06-15	1995-06-01	1995-06-30	-3.81	-6	120	13.3	NaN
6881601	-33.95833333	18.46111111	105	1995-07-15	1995-07-01	1995-07-31	2.92	-5	297	11.1	NaN
6881601	-33.95833333	18.46111111	105	1995-08-15	1995-08-01	1995-08-31	-4.92	-16	138	12.9	NaN
6881601	-33.95833333	18.46111111	105	1995-09-15	1995-09-01	1995-09-30	-2.35	-2	67	14.3	NaN
6881601	-33.95833333	18.46111111	105	1995-10-15	1995-10-01	1995-10-31	-3.12	-6	160	14.9	NaN
6881601	-33.95833333	18.46111111	105	1995-11-15	1995-11-01	1995-11-30	-4.6	-25	18	17.8	NaN
6881601	-33.95833333	18.46111111	105	1995-12-15	1995-12-01	1995-12-31	-8.1	-57	15	20	NaN
6881601	-33.95833333	18.46111111	105	1996-01-15	1996-01-01	1996-01-31	1.2	7	4	20.7	NaN
6881601	-33.95833333	18.46111111	105	1996-02-15	1996-02-01	1996-02-29	-4.9	-31	50	20.6	NaN
6881601	-33.95833333	18.46111111	105	1996-03-15	1996-03-01	1996-03-31	-5.4	-21	56	18.3	NaN
6881601	-33.95833333	18.46111111	105	1996-04-15	1996-04-01	1996-04-30	-2.1	1	85	18	NaN
6881601	-33.95833333	18.46111111	105	1996-05-15	1996-05-01	1996-05-31	-5	-15	81	15.6	NaN
6881601	-33.95833333	18.46111111	105	1996-06-15	1996-06-01	1996-06-30	-3.5	-7	248	13.6	NaN
6881601	-33.95833333	18.46111111	105	1996-07-15	1996-07-01	1996-07-31	-5.9	-19	211	11.6	NaN
6881601	-33.95833333	18.46111111	105	1996-08-15	1996-08-01	1996-08-31	-4.97	-22	159	12.1	NaN
6881601	-33.95833333	18.46111111	105	1996-09-15	1996-09-01	1996-09-30	-2.98	-11	237	13	NaN
6881601	-33.95833333	18.46111111	105	1996-10-15	1996-10-01	1996-10-31	-1.87	-2	126	15.4	NaN
6881601	-33.95833333	18.46111111	105	1996-11-15	1996-11-01	1996-11-30	-3.35	-16	79	15.9	NaN
6881601	-33.95833333	18.46111111	105	1996-12-15	1996-12-01	1996-12-31	-2.57	-15	96	18.9	NaN
6881601	-33.95833333	18.46111111	105	1997-01-15	1997-01-01	1997-01-31	-1.39	-11	17	20.1	NaN
6881601	-33.95833333	18.46111111	105	1997-02-15	1997-02-01	1997-02-28	-0.43	-1	4	19.4	NaN
6881601	-33.95833333	18.46111111	105	1997-03-15	1997-03-01	1997-03-31	-1.37	4	13	18.9	NaN
6881601	-33.95833333	18.46111111	105	1997-04-15	1997-04-01	1997-04-30	-3.41	-11	94	17.1	NaN
6881601	-33.95833333	18.46111111	105	1997-05-15	1997-05-01	1997-05-31	-5	-24	146	16.4	NaN
6881601	-33.95833333	18.46111111	105	1997-06-15	1997-06-01	1997-06-30	-4.72	-19	158	12.8	NaN
6881601	-33.95833333	18.46111111	105	1997-07-15	1997-07-01	1997-07-31	-2.13	-2	37	14.2	NaN
6881601	-33.95833333	18.46111111	105	1997-08-15	1997-08-01	1997-08-31	-2.24	-6	306	13.6	NaN
6881601	-33.95833333	18.46111111	105	1997-09-15	1997-09-01	1997-09-30	-1.83	-5	30	16.8	NaN
6881601	-33.95833333	18.46111111	105	1997-10-15	1997-10-01	1997-10-31	-2.15	-5	41	18.2	NaN
6881601	-33.95833333	18.46111111	105	1997-11-15	1997-11-01	1997-11-30	-3.25	-15	126	17	NaN
6881601	-33.95833333	18.46111111	105	1997-12-15	1997-12-01	1997-12-31	-0.61	4	19	19.5	NaN
6881601	-33.95833333	18.46111111	105	1998-01-15	1998-01-01	1998-01-31	-1.57	-2	23	19.9	NaN
6881601	-33.95833333	18.46111111	105	1998-02-15	1998-02-01	1998-02-28	-0.91	4	5	22.2	NaN
6881601	-33.95833333	18.46111111	105	1998-03-15	1998-03-01	1998-03-31	-1.69	-5	58	22	NaN
6881601	-33.95833333	18.46111111	105	1998-04-15	1998-04-01	1998-04-30	-1.55	-5	114	18.4	NaN
6881601	-33.95833333	18.46111111	105	1998-05-15	1998-05-01	1998-05-31	-4.15	-24	326	15.8	NaN
6881601	-33.95833333	18.46111111	105	1998-06-15	1998-06-01	1998-06-30	-2.11	-5	191	14.2	NaN
6881601	-33.95833333	18.46111111	105	1998-07-15	1998-07-01	1998-07-31	-2.58	-9	172	13	NaN
6881601	-33.95833333	18.46111111	105	1998-08-15	1998-08-01	1998-08-31	-3.27	-15	67	14.3	NaN
6881601	-33.95833333	18.46111111	105	1998-09-15	1998-09-01	1998-09-30	-0.95	-4	87	14.5	NaN
6881601	-33.95833333	18.46111111	105	1998-10-15	1998-10-01	1998-10-31	-2.26	-8	80	17	NaN
6881601	-33.95833333	18.46111111	105	1998-11-15	1998-11-01	1998-11-30	-2.38	-5	82	17.7	NaN
6881601	-33.95833333	18.46111111	105	1998-12-15	1998-12-01	1998-12-31	-2.59	-16	52	20.2	NaN
6881601	-33.95833333	18.46111111	105	1999-01-15	1999-01-01	1999-01-31	0.14	5	15	21.2	NaN
6881601	-33.95833333	18.46111111	105	1999-02-15	1999-02-01	1999-02-28	-0.47	7	13	21.1	NaN
6881601	-33.95833333	18.46111111	105	1999-03-15	1999-03-01	1999-03-31	-1.14	3	5	21	NaN
6881601	-33.95833333	18.46111111	105	1999-04-15	1999-04-01	1999-04-30	-5.44	-24	79	18.4	NaN
6881601	-33.95833333	18.46111111	105	1999-05-15	1999-05-01	1999-05-31	-2.8	-7	125	15.9	NaN
6881601	-33.95833333	18.46111111	105	1999-06-15	1999-06-01	1999-06-30	-3.69	-15	169	14.9	NaN
6881601	-33.95833333	18.46111111	105	1999-07-15	1999-07-01	1999-07-31	-3.06	-11	159	13.3	NaN
6881601	-33.95833333	18.46111111	105	1999-08-15	1999-08-01	1999-08-31	-4.66	-18	253	14.4	NaN
6881601	-33.95833333	18.46111111	105	1999-09-15	1999-09-01	1999-09-30	-4.7	-17	246	13.3	NaN
6881601	-33.95833333	18.46111111	105	1999-10-15	1999-10-01	1999-10-31	-0.65	7	5	17.3	NaN
6881601	-33.95833333	18.46111111	105	1999-11-15	1999-11-01	1999-11-30	-1.6	2	58	18.1	NaN
6881601	-33.95833333	18.46111111	105	1999-12-15	1999-12-01	1999-12-31	-1.3	-2	4	22.8	NaN
6881601	-33.95833333	18.46111111	105	2000-01-15	2000-01-01	2000-01-31	-2.39	-5	39	21.7	NaN
6881601	-33.95833333	18.46111111	105	2000-02-15	2000-02-01	2000-02-29	NaN	NaN	NaN	21.6	NaN
6881601	-33.95833333	18.46111111	105	2000-03-15	2000-03-01	2000-03-31	-5.59	-32	8	19.9	NaN
6881601	-33.95833333	18.46111111	105	2000-04-15	2000-04-01	2000-04-30	-1.23	3	29	18.3	NaN
6881601	-33.95833333	18.46111111	105	2000-05-15	2000-05-01	2000-05-31	-4.24	-4	226	15.7	NaN
6881601	-33.95833333	18.46111111	105	2000-06-15	2000-06-01	2000-06-30	-3.13	-15	162	15.7	NaN
6881601	-33.95833333	18.46111111	105	2000-07-15	2000-07-01	2000-07-31	-4.71	-14	154	14	NaN
6881601	-33.95833333	18.46111111	105	2000-08-15	2000-08-01	2000-08-31	-2.65	-8	163	15.3	NaN
6881601	-33.95833333	18.46111111	105	2000-09-15	2000-09-01	2000-09-30	-1.98	-3	214	13.9	NaN
6881601	-33.95833333	18.46111111	105	2000-10-15	2000-10-01	2000-10-31	-1.16	-1	24	16.5	NaN
6881601	-33.95833333	18.46111111	105	2000-11-15	2000-11-01	2000-11-30	-2.54	-11	29	19.8	NaN
6881601	-33.95833333	18.46111111	105	2000-12-15	2000-12-01	2000-12-31	-1.64	-2	37	19.2	NaN
6881601	-33.95833333	18.46111111	105	2001-01-15	2001-01-01	2001-01-31	-3.45	-13	20	19.9	NaN
6881601	-33.95833333	18.46111111	105	2001-02-15	2001-02-01	2001-02-28	-1.2	-2	38	21.1	NaN
6881601	-33.95833333	18.46111111	105	2001-03-15	2001-03-01	2001-03-31	NaN	NaN	NaN	20.2	NaN
6881601	-33.95833333	18.46111111	105	2001-04-15	2001-04-01	2001-04-30	-4.73	-21	77	17.2	NaN
6881601	-33.95833333	18.46111111	105	2001-05-15	2001-05-01	2001-05-31	-3.24	-6	277	16.7	NaN
6881601	-33.95833333	18.46111111	105	2001-06-15	2001-06-01	2001-06-30	-3.06	-5	127	14.3	NaN
6881601	-33.95833333	18.46111111	105	2001-07-15	2001-07-01	2001-07-31	-4.77	-19	442	13.5	NaN
6881601	-33.95833333	18.46111111	105	2001-08-15	2001-08-01	2001-08-31	-4.48	-18	413	13.4	NaN
6881601	-33.95833333	18.46111111	105	2001-09-15	2001-09-01	2001-09-30	-2.66	-4	152	14.4	NaN
6881601	-33.95833333	18.46111111	105	2001-10-15	2001-10-01	2001-10-31	-1.5	3	119	17.3	NaN
6881601	-33.95833333	18.46111111	105	2001-11-15	2001-11-01	2001-11-30	-2.68	-18	26	18.5	NaN
6881601	-33.95833333	18.46111111	105	2001-12-15	2001-12-01	2001-12-31	-0.28	7	6	19.9	NaN
6881601	-33.95833333	18.46111111	105	2002-01-15	2002-01-01	2002-01-31	-5.5	-17	138	19.7	NaN
6881601	-33.95833333	18.46111111	105	2002-02-15	2002-02-01	2002-02-28	-2.4	NaN	36	21.8	NaN
6881601	-33.95833333	18.46111111	105	2002-03-15	2002-03-01	2002-03-31	-2.06	2	46	20.9	NaN
6881601	-33.95833333	18.46111111	105	2002-04-15	2002-04-01	2002-04-30	-4.14	NaN	78	18.3	NaN
6881601	-33.95833333	18.46111111	105	2002-05-15	2002-05-01	2002-05-31	-2.65	NaN	147	15.6	NaN
6881601	-33.95833333	18.46111111	105	2002-06-15	2002-06-01	2002-06-30	-2.26	-3	256	14.2	NaN
6881601	-33.95833333	18.46111111	105	2002-07-15	2002-07-01	2002-07-31	-3.39	NaN	259	12.1	NaN
6881601	-33.95833333	18.46111111	105	2002-08-15	2002-08-01	2002-08-31	-6.43	-36	95	13.6	NaN
6881601	-33.95833333	18.46111111	105	2002-09-15	2002-09-01	2002-09-30	-2.99	-14	40	16.1	NaN
6881601	-33.95833333	18.46111111	105	2002-10-15	2002-10-01	2002-10-31	-3.85	-15	105	15.8	NaN
6881601	-33.95833333	18.46111111	105	2002-11-15	2002-11-01	2002-11-30	-3.31	-9	66	17	NaN
6881601	-33.95833333	18.46111111	105	2002-12-15	2002-12-01	2002-12-31	3.47	18	8	20.9	NaN
6881601	-33.95833333	18.46111111	105	2003-01-15	2003-01-01	2003-01-31	3.3	18	25	20.3	NaN
6881601	-33.95833333	18.46111111	105	2003-02-15	2003-02-01	2003-02-28	0.28	11	25	21.1	NaN
6881601	-33.95833333	18.46111111	105	2003-03-15	2003-03-01	2003-03-31	-5.6	-22	96	19.8	NaN
6881601	-33.95833333	18.46111111	105	2003-04-15	2003-04-01	2003-04-30	-2.3	-3	33	18.3	NaN
6881601	-33.95833333	18.46111111	105	2003-05-15	2003-05-01	2003-05-31	-2.7	-7	95	16.7	NaN
6881601	-33.95833333	18.46111111	105	2003-06-15	2003-06-01	2003-06-30	-2.9	-5	93	15	NaN
6881601	-33.95833333	18.46111111	105	2003-07-15	2003-07-01	2003-07-31	-2.71	-16	165	13.6	NaN
6881601	-33.95833333	18.46111111	105	2003-08-15	2003-08-01	2003-08-31	-5.04	-23	296	11.9	NaN
6881601	-33.95833333	18.46111111	105	2003-09-15	2003-09-01	2003-09-30	-2.76	-12	165	16.4	NaN
6881601	-33.95833333	18.46111111	105	2003-10-15	2003-10-01	2003-10-31	-2.18	-4	88	17	NaN
6881601	-33.95833333	18.46111111	105	2003-11-15	2003-11-01	2003-11-30	-0.66	9	10	18.2	NaN
6881601	-33.95833333	18.46111111	105	2003-12-15	2003-12-01	2003-12-31	-1.45	-1	75	18.7	NaN
6881601	-33.95833333	18.46111111	105	2004-01-15	2004-01-01	2004-01-31	-3.55	-18	13	21.1	NaN
6881601	-33.95833333	18.46111111	105	2004-02-15	2004-02-01	2004-02-29	-2.87	-10	27	20.9	NaN
6881601	-33.95833333	18.46111111	105	2004-03-15	2004-03-01	2004-03-31	-2.75	-8	30	18.6	NaN
6881601	-33.95833333	18.46111111	105	2004-04-15	2004-04-01	2004-04-30	-3.54	-15	197	18.2	NaN
6881601	-33.95833333	18.46111111	105	2004-05-15	2004-05-01	2004-05-31	-2.79	-6	64	17.7	NaN
6881601	-33.95833333	18.46111111	105	2004-06-15	2004-06-01	2004-06-30	-4.65	-21	228	15.3	NaN
6881601	-33.95833333	18.46111111	105	2004-07-15	2004-07-01	2004-07-31	-3.47	-14	263	14.1	NaN
6881601	-33.95833333	18.46111111	105	2004-08-15	2004-08-01	2004-08-31	-2.67	-10	342	14.2	NaN
6881601	-33.95833333	18.46111111	105	2004-09-15	2004-09-01	2004-09-30	-2.38	-10	98	15.8	NaN
6881601	-33.95833333	18.46111111	105	2004-10-15	2004-10-01	2004-10-31	-5.67	-31	188	17.1	NaN
6881601	-33.95833333	18.46111111	105	2004-11-15	2004-11-01	2004-11-30	-1.51	-4	18	19.6	NaN
6881601	-33.95833333	18.46111111	105	2004-12-15	2004-12-01	2004-12-31	-0.5	5	39	21.2	NaN
6881601	-33.95833333	18.46111111	105	2005-01-15	2005-01-01	2005-01-31	-1.94	-7	63	21.5	NaN
6881601	-33.95833333	18.46111111	105	2005-02-15	2005-02-01	2005-02-28	-1.4	-4	5	21.2	NaN
6881601	-33.95833333	18.46111111	105	2005-03-15	2005-03-01	2005-03-31	-1.16	NaN	15	20.7	NaN
6881601	-33.95833333	18.46111111	105	2005-04-15	2005-04-01	2005-04-30	-5.37	-37	134	18.5	NaN
6881601	-33.95833333	18.46111111	105	2005-05-15	2005-05-01	2005-05-31	-3.22	-26	309	15.6	NaN
6881601	-33.95833333	18.46111111	105	2005-06-15	2005-06-01	2005-06-30	-3.15	-14	321	13.2	NaN
6881601	-33.95833333	18.46111111	105	2005-07-15	2005-07-01	2005-07-31	-1.67	-14	187	15.5	NaN
6881601	-33.95833333	18.46111111	105	2005-08-15	2005-08-01	2005-08-31	-3.13	-15	287	12.1	NaN
6881601	-33.95833333	18.46111111	105	2005-09-15	2005-09-01	2005-09-30	-2.4	-6	98	14.4	NaN
6881601	-33.95833333	18.46111111	105	2005-10-15	2005-10-01	2005-10-31	NaN	1	55	16.2	NaN
6881601	-33.95833333	18.46111111	105	2005-11-15	2005-11-01	2005-11-30	0.97	4	23	18.3	NaN
6881601	-33.95833333	18.46111111	105	2005-12-15	2005-12-01	2005-12-31	NaN	NaN	NaN	18.7	NaN
6881601	-33.95833333	18.46111111	105	2006-01-15	2006-01-01	2006-01-31	NaN	NaN	NaN	21.1	NaN
6881601	-33.95833333	18.46111111	105	2006-02-15	2006-02-01	2006-02-28	-1.71	-3	60	21.2	NaN
6881601	-33.95833333	18.46111111	105	2006-03-15	2006-03-01	2006-03-31	-1.5	-4	17	19.3	NaN
6881601	-33.95833333	18.46111111	105	2006-04-15	2006-04-01	2006-04-30	-3.83	-18	85	17.4	NaN
6881601	-33.95833333	18.46111111	105	2006-05-15	2006-05-01	2006-05-31	-3.4	-18	289	15	NaN
6881601	-33.95833333	18.46111111	105	2006-06-15	2006-06-01	2006-06-30	-3.02	-13	117	15.1	NaN
6881601	-33.95833333	18.46111111	105	2006-07-15	2006-07-01	2006-07-31	-2.74	-11	251	13.6	NaN
6881601	-33.95833333	18.46111111	105	2006-08-15	2006-08-01	2006-08-31	-2.91	-14	213	13.1	NaN
6881601	-33.95833333	18.46111111	105	2006-09-15	2006-09-01	2006-09-30	-2.6	-15	76	16.1	NaN
6881601	-33.95833333	18.46111111	105	2006-10-15	2006-10-01	2006-10-31	-2.18	-7	86	16.4	NaN
6881601	-33.95833333	18.46111111	105	2006-11-15	2006-11-01	2006-11-30	-4.38	-24	112	18	NaN
6881601	-33.95833333	18.46111111	105	2006-12-15	2006-12-01	2006-12-31	-2.42	-9	30	18.7	NaN
6881601	-33.95833333	18.46111111	105	2007-01-15	2007-01-01	2007-01-31	1.27	11	27	21.7	NaN
6881601	-33.95833333	18.46111111	105	2007-02-15	2007-02-01	2007-02-28	-3.03	NaN	46	20.5	NaN
6881601	-33.95833333	18.46111111	105	2007-03-15	2007-03-01	2007-03-31	-2.82	-3	49	20.1	NaN
6881601	-33.95833333	18.46111111	105	2007-04-15	2007-04-01	2007-04-30	-2.72	-2	156	17.7	NaN
6881601	-33.95833333	18.46111111	105	2007-05-15	2007-05-01	2007-05-31	-3.36	-14	162	15.8	NaN
6881601	-33.95833333	18.46111111	105	2007-06-15	2007-06-01	2007-06-30	-4.62	-22	353	14	NaN
6881601	-33.95833333	18.46111111	105	2007-07-15	2007-07-01	2007-07-31	-3.66	-15	334	13.2	NaN
6881601	-33.95833333	18.46111111	105	2007-08-15	2007-08-01	2007-08-31	-4.06	-21	229	13.6	NaN
6881601	-33.95833333	18.46111111	105	2007-09-15	2007-09-01	2007-09-30	-1.84	-2	115	14.4	NaN
6881601	-33.95833333	18.46111111	105	2007-10-15	2007-10-01	2007-10-31	-3.58	NaN	46	17.4	NaN
6881601	-33.95833333	18.46111111	105	2007-11-15	2007-11-01	2007-11-30	-1.66	-4	177	16.6	NaN
6881601	-33.95833333	18.46111111	105	2007-12-15	2007-12-01	2007-12-31	1.52	11	40	22.3	NaN
6881601	-33.95833333	18.46111111	105	2008-01-15	2008-01-01	2008-01-31	-2.4	-1	30	20.4	NaN
6881601	-33.95833333	18.46111111	105	2008-02-15	2008-02-01	2008-02-29	-1.22	14	43	20.8	NaN
6881601	-33.95833333	18.46111111	105	2008-03-15	2008-03-01	2008-03-31	-2.23	-7	10	19.2	NaN
6881601	-33.95833333	18.46111111	105	2008-04-15	2008-04-01	2008-04-30	-2.66	-7	20	18.6	NaN
6881601	-33.95833333	18.46111111	105	2008-05-15	2008-05-01	2008-05-31	-1.78	1	224	17	NaN
6881601	-33.95833333	18.46111111	105	2008-06-15	2008-06-01	2008-06-30	-3.27	-13	262	13.5	NaN
6881601	-33.95833333	18.46111111	105	2008-07-15	2008-07-01	2008-07-31	-4.66	-15	358	13.1	NaN
6881601	-33.95833333	18.46111111	105	2008-08-15	2008-08-01	2008-08-31	-4.03	-25	262	13.8	NaN
6881601	-33.95833333	18.46111111	105	2008-09-15	2008-09-01	2008-09-30	-3.07	-16	337	14.4	NaN
6881601	-33.95833333	18.46111111	105	2008-10-15	2008-10-01	2008-10-31	-1.87	-1	47	15.6	NaN
6881601	-33.95833333	18.46111111	105	2008-11-15	2008-11-01	2008-11-30	-3.61	-16	52	17.4	NaN
6881601	-33.95833333	18.46111111	105	2008-12-15	2008-12-01	2008-12-31	-0.94	-2	38	19.8	NaN
6198301	-21.15	55.75	820	2000-04-15	2000-03-31	2000-04-29	-2.39	-6.6	263	NaN	NaN
6198301	-21.15	55.75	820	2000-05-15	2000-04-29	2000-05-30	-2.89	-5.2	367.2	NaN	NaN
6198301	-21.15	55.75	820	2000-06-15	2000-05-30	2000-06-30	-2.72	-1.95	640	NaN	NaN
6198301	-21.15	55.75	820	2000-07-15	2000-06-30	2000-08-04	-2.67	-0.12	1097.8	NaN	NaN
6198301	-21.15	55.75	820	2000-08-15	2000-08-04	2000-08-31	-3	-5.4	303.8	NaN	NaN
6198301	-21.15	55.75	820	2000-09-15	2000-08-31	2000-10-02	-2.05	0.35	260	NaN	NaN
6198301	-21.15	55.75	820	2000-10-15	2000-10-02	2000-11-02	-1.88	2.4	570	NaN	NaN
6198301	-21.15	55.75	820	2000-11-15	2000-11-02	2000-12-01	-2.19	-2.85	372.2	NaN	NaN
6198301	-21.15	55.75	820	2000-12-15	2000-12-01	2000-12-22	-1.66	0.95	100.4	NaN	NaN
6198301	-21.15	55.75	820	2001-01-15	2000-12-22	2001-01-31	-4.35	-22.3	767	NaN	NaN
6198301	-21.15	55.75	820	2001-02-15	2001-01-31	2001-03-02	-2.91	-9	592.2	NaN	NaN
6198301	-21.15	55.75	820	2001-03-15	2001-03-02	2001-04-04	-3.02	-7.1	464.4	NaN	NaN
6198301	-21.15	55.75	820	2001-04-15	2001-04-15	2001-04-15	NaN	NaN	1270	NaN	NaN
6198301	-21.15	55.75	820	2001-05-15	2001-05-15	2001-05-15	NaN	NaN	580.6	NaN	NaN
6198301	-21.15	55.75	820	2001-06-15	2001-06-15	2001-06-15	NaN	NaN	954.4	NaN	NaN
6198301	-21.15	55.75	820	2001-07-15	2001-07-15	2001-07-15	NaN	NaN	839.4	NaN	NaN
6198301	-21.15	55.75	820	2001-08-15	2001-08-15	2001-08-15	NaN	NaN	685.2	NaN	NaN
6198301	-21.15	55.75	820	2001-09-15	2001-09-15	2001-09-15	NaN	NaN	176	NaN	NaN
6198301	-21.15	55.75	820	2001-10-15	2001-10-15	2001-10-15	NaN	NaN	700	NaN	NaN
6198301	-21.15	55.75	820	2001-11-15	2001-11-15	2001-11-15	NaN	NaN	464	NaN	NaN
6198301	-21.15	55.75	820	2001-12-15	2001-12-15	2001-12-15	NaN	NaN	636.2	NaN	NaN
6729501	-18.97515623	34.34842465	34	2010-01-15	2010-01-01	2010-01-31	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2010-02-15	2010-02-01	2010-02-28	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2010-03-15	2010-03-01	2010-03-31	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2010-04-15	2010-04-01	2010-04-30	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2010-05-15	2010-05-01	2010-05-31	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2010-06-15	2010-06-01	2010-06-30	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2010-07-15	2010-07-01	2010-07-31	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2010-08-15	2010-08-01	2010-08-31	-5	-31	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2010-09-15	2010-09-01	2010-09-30	-5.79	-34.7	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2010-10-15	2010-10-01	2010-10-31	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2010-11-15	2010-11-01	2010-11-30	-1.03	-2	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2010-12-15	2010-12-01	2010-12-31	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2011-01-15	2011-01-01	2011-01-31	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2011-02-15	2011-02-01	2011-02-28	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2011-03-15	2011-03-01	2011-03-31	-7.18	-43	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2011-04-15	2011-04-01	2011-04-30	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2011-05-15	2011-05-01	2011-05-31	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2011-06-15	2011-06-01	2011-06-30	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2011-07-15	2011-07-01	2011-07-31	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2011-08-15	2011-08-01	2011-08-31	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2011-09-15	2011-09-01	2011-09-30	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2011-10-15	2011-10-01	2011-10-31	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2011-11-15	2011-11-01	2011-11-30	NaN	NaN	NaN	NaN	NaN
6729501	-18.97515623	34.34842465	34	2011-12-15	2011-12-01	2011-12-31	NaN	NaN	NaN	NaN	NaN
6729502	-18.67178694	34.07239317	346	2010-01-15	2010-01-01	2010-01-31	NaN	NaN	NaN	NaN	NaN
6729502	-18.67178694	34.07239317	346	2010-02-15	2010-02-01	2010-02-28	NaN	NaN	NaN	NaN	NaN
6729502	-18.67178694	34.07239317	346	2010-03-15	2010-03-01	2010-03-31	NaN	NaN	NaN	NaN	NaN
6729502	-18.67178694	34.07239317	346	2010-04-15	2010-04-01	2010-04-30	NaN	NaN	NaN	NaN	NaN
6729502	-18.67178694	34.07239317	346	2010-05-15	2010-05-01	2010-05-31	NaN	NaN	NaN	NaN	NaN
6729502	-18.67178694	34.07239317	346	2010-06-15	2010-06-01	2010-06-30	NaN	NaN	NaN	NaN	NaN
6729502	-18.67178694	34.07239317	346	2010-07-15	2010-07-01	2010-07-31	NaN	NaN	NaN	NaN	NaN
6729502	-18.67178694	34.07239317	346	2010-08-15	2010-08-01	2010-08-31	NaN	NaN	NaN	NaN	NaN
6729502	-18.67178694	34.07239317	346	2010-09-15	2010-09-01	2010-09-30	1.35	22.8	NaN	NaN	NaN
6729502	-18.67178694	34.07239317	346	2010-10-15	2010-10-01	2010-10-31	NaN	NaN	NaN	NaN	NaN
6729502	-18.67178694	34.07239317	346	2010-11-15	2010-11-01	2010-11-30	-0.19	3.4	NaN	NaN	NaN
6729502	-18.67178694	34.07239317	346	2010-12-15	2010-12-01	2010-12-31	-3.56	-14.8	NaN	NaN	NaN
6729502	-18.67178694	34.07239317	346	2011-01-15	2011-01-01	2011-01-31	-7.24	-47.7	NaN	NaN	NaN
6729502	-18.67178694	34.07239317	346	2011-02-15	2011-02-01	2011-02-28	-3.59	-13.4	NaN	NaN	NaN
